! CMT, C1220, 16058040, 17.2.0/1
! Date: 02/08/2018 12:10:18
! Stimulus(Hz),    S21(Real),         S21(Imag)
1.00000000000E+09,-1.12623071007E-05,-2.67360577942E-05
1.00500000000E+09,+1.15134195698E-05,-6.59806081033E-07
1.01000000000E+09,-2.21536888140E-05,+4.66876893573E-05
1.01500000000E+09,+4.66836945936E-05,-4.38118697029E-05
1.02000000000E+09,-3.62918429346E-05,-1.90106856555E-05
1.02500000000E+09,-6.04900521211E-06,+1.72195267478E-05
1.03000000000E+09,+2.08620383160E-05,-6.13446364271E-05
1.03500000000E+09,+6.77383612024E-05,-2.62620076675E-05
1.04000000000E+09,-3.77423109192E-05,-3.02254139381E-05
1.04500000000E+09,-1.52991473644E-05,+1.86424283459E-05
1.05000000000E+09,-2.20463392494E-05,+1.43317435571E-05
1.05500000000E+09,-1.01814622141E-06,-4.58150229099E-05
1.06000000000E+09,-1.84823127419E-05,+2.58140738893E-05
1.06500000000E+09,-5.94393508368E-05,+6.84627618050E-06
1.07000000000E+09,-4.03036189282E-05,+3.76666792510E-05
1.07500000000E+09,-6.26840822847E-05,+3.83151253068E-06
1.08000000000E+09,-4.24408280763E-05,+1.45877237372E-05
1.08500000000E+09,-2.27727808108E-05,-5.83443959959E-06
1.09000000000E+09,-4.22399290517E-05,+1.15747392272E-05
1.09500000000E+09,-3.44865462714E-05,+1.01396099467E-05
1.10000000000E+09,-3.01993079863E-05,+6.84184142467E-06
1.10500000000E+09,-9.77021668520E-06,-9.63581403970E-06
1.11000000000E+09,+1.39780535857E-05,-2.08042639803E-06
1.11500000000E+09,+1.59132705922E-05,+4.25519755308E-05
1.12000000000E+09,+1.26820680484E-06,+1.95554180359E-05
1.12500000000E+09,-5.99011779089E-06,+5.19398888823E-06
1.13000000000E+09,-1.32212035342E-05,+8.50410733844E-06
1.13500000000E+09,-1.79619798369E-05,+5.50076204610E-05
1.14000000000E+09,-1.12532303948E-06,+9.39567530467E-06
1.14500000000E+09,+1.55963868887E-05,+3.71958213566E-05
1.15000000000E+09,-1.19223702660E-05,+3.56439511152E-05
1.15500000000E+09,-6.36809849279E-06,+3.33101529753E-05
1.16000000000E+09,-3.69349615952E-05,+2.49446681006E-05
1.16500000000E+09,-2.23459918377E-05,-1.43164568278E-05
1.17000000000E+09,+3.39435185204E-05,+7.63861743994E-05
1.17500000000E+09,-3.66951426318E-06,+1.99994798565E-05
1.18000000000E+09,+1.37721457633E-05,+8.30710846318E-05
1.18500000000E+09,+4.54538639801E-05,+7.59928024654E-05
1.19000000000E+09,+4.94333682139E-05,+7.51396403468E-05
1.19500000000E+09,+7.99936666850E-05,+8.98616978949E-05
1.20000000000E+09,+9.78488932862E-05,+3.38130128998E-05
1.20500000000E+09,+1.72222038868E-04,-4.73987397441E-05
