! CMT, C1220, 16058040, 17.2.0/1
! Date: 02/08/2018 12:19:36
! Stimulus(Hz),    S21(Real),         S21(Imag)
1.00000000000E+09,-7.88366309525E-06,-8.59155267461E-07
1.00500000000E+09,-6.86713322692E-06,+3.10702248629E-05
1.01000000000E+09,-2.90049591486E-06,-3.58807610673E-05
1.01500000000E+09,-6.72915696431E-06,+3.43615861060E-05
1.02000000000E+09,-2.77910956876E-05,+2.68892809737E-07
1.02500000000E+09,-8.33896883344E-06,-2.26717430851E-05
1.03000000000E+09,+6.75559099044E-06,-9.24237632676E-06
1.03500000000E+09,+3.91534997849E-05,-1.40932491571E-05
1.04000000000E+09,+4.09307175549E-05,+1.24814333055E-05
1.04500000000E+09,-2.87375795369E-06,-3.61107256502E-05
1.05000000000E+09,-6.55642023893E-06,+2.12394229016E-05
1.05500000000E+09,-4.04618656313E-05,-6.93621891525E-05
1.06000000000E+09,-1.73098859086E-05,-5.09061950157E-06
1.06500000000E+09,+1.17656689021E-05,-7.02415501110E-06
1.07000000000E+09,-2.42015372669E-05,-4.89941052892E-05
1.07500000000E+09,-1.49315248408E-05,+2.75764538493E-06
1.08000000000E+09,-1.21805015290E-05,+4.82020064977E-06
1.08500000000E+09,-3.22244613673E-05,+5.84806050033E-05
1.09000000000E+09,-2.04338907552E-05,+9.66727117298E-06
1.09500000000E+09,-4.05619430525E-05,+3.10506563909E-05
1.10000000000E+09,-1.19441045592E-05,+7.39959656462E-06
1.10500000000E+09,-3.00312607010E-05,+3.47050129044E-05
1.11000000000E+09,-2.38617463900E-05,+1.66208922855E-05
1.11500000000E+09,-2.22564013522E-05,+4.47809656765E-05
1.12000000000E+09,-3.99110762904E-05,-5.44557065234E-06
1.12500000000E+09,-1.41974002250E-05,+2.15634577639E-05
1.13000000000E+09,-4.57043754739E-05,+6.16732689423E-05
1.13500000000E+09,-4.80631756682E-05,+4.98728094647E-05
1.14000000000E+09,-3.26239612412E-05,+3.11228034465E-05
1.14500000000E+09,-2.11405367521E-05,+7.03972452770E-06
1.15000000000E+09,-9.49131684525E-07,+5.68840048390E-05
1.15500000000E+09,+7.82528653139E-06,+4.94226651324E-05
1.16000000000E+09,+1.77126852111E-05,+4.74524212719E-06
1.16500000000E+09,+2.95100755247E-05,+4.02322533590E-05
1.17000000000E+09,+4.23851366582E-05,+4.92714194549E-05
1.17500000000E+09,-6.02687869608E-06,+5.62040563582E-05
1.18000000000E+09,+1.71136860790E-06,+3.06209159887E-05
1.18500000000E+09,+3.60452888918E-05,+3.87949074541E-05
1.19000000000E+09,+6.01805187093E-05,+1.41725629023E-05
1.19500000000E+09,+6.18639332640E-05,+2.08669984977E-05
