! CMT, C1220, 16058040, 17.2.0/1
! Date: 02/08/2018 11:40:02
! Stimulus(Hz),    S21(Real),         S21(Imag)
1.00000000000E+09,-5.29471678080E-06,-2.27038026310E-05
1.00500000000E+09,+6.72064315968E-06,-1.57778890841E-05
1.01000000000E+09,-2.14720607105E-05,-1.78367606406E-05
1.01500000000E+09,+2.71091864103E-05,-3.55736355032E-05
1.02000000000E+09,+2.79770987197E-06,-1.37042613710E-05
1.02500000000E+09,+1.62595444717E-05,-6.34700351901E-06
1.03000000000E+09,+1.53997605704E-06,-9.08707211619E-06
1.03500000000E+09,-4.13243613760E-05,-2.74663427718E-05
1.04000000000E+09,-3.28571155950E-05,+2.76549037439E-05
1.04500000000E+09,-2.61005845308E-05,-2.69544464110E-05
1.05000000000E+09,+1.84864063768E-07,-2.62054778465E-05
1.05500000000E+09,-1.47027777973E-05,-3.91241100878E-05
1.06000000000E+09,-2.31040423269E-05,+9.19874332551E-06
1.06500000000E+09,-9.69600813455E-06,-8.42041877821E-06
1.07000000000E+09,+2.02674279055E-05,-2.19839183623E-05
1.07500000000E+09,-6.50704309032E-05,-4.02975563347E-05
1.08000000000E+09,-7.44394993331E-06,-2.19975592083E-06
1.08500000000E+09,-3.48423150836E-05,-4.99848855405E-06
1.09000000000E+09,-3.33859067382E-05,+2.13572966188E-05
1.09500000000E+09,+1.97025396215E-06,-2.82209256592E-05
1.10000000000E+09,-2.40305947041E-05,+7.45717393851E-06
1.10500000000E+09,-1.52226194908E-05,-4.03638866945E-06
1.11000000000E+09,-2.49120533401E-05,+4.81821547750E-05
1.11500000000E+09,+1.09376153798E-05,+2.91767376954E-06
1.12000000000E+09,-2.04346896195E-05,+8.39817042177E-06
1.12500000000E+09,-1.66448438500E-05,+4.57728519137E-05
1.13000000000E+09,-2.91357056160E-05,+6.11517413710E-05
1.13500000000E+09,-3.07321749214E-05,+4.48920109463E-05
1.14000000000E+09,+3.45277617598E-05,+5.22861990426E-05
1.14500000000E+09,+5.38640095815E-05,+4.65309290461E-05
1.15000000000E+09,-4.97523896859E-06,+3.83575655541E-05
1.15500000000E+09,+2.03853953717E-05,+5.19569395098E-05
1.16000000000E+09,+3.75790901925E-05,+1.91357852573E-05
1.16500000000E+09,-3.56196041126E-06,+7.48557506024E-05
1.17000000000E+09,+4.81103409285E-05,+3.27702991056E-05
1.17500000000E+09,+6.40076483642E-05,+3.56755342225E-05
1.18000000000E+09,-1.54993073213E-05,+5.03118840099E-05
1.18500000000E+09,-3.12343563791E-06,+6.68536503817E-05
1.19000000000E+09,+5.73493707013E-05,+6.56735550608E-05
1.19500000000E+09,+7.97276183874E-05,+6.78245332972E-05
1.20000000000E+09,+1.56045299500E-04,+2.18359446773E-05
1.20500000000E+09,+1.65824616194E-04,-3.43970698086E-05
1.21000000000E+09,+1.08221542864E-04,-7.88146542436E-05
1.21500000000E+09,+8.64137509907E-05,-1.02220746495E-04
1.22000000000E+09,+8.56207929222E-05,-7.29203142015E-05
1.22500000000E+09,+5.99168231329E-05,-7.46270900813E-05
1.23000000000E+09,+1.98100603864E-05,-7.45062657802E-05
1.23500000000E+09,+2.15570552276E-05,-7.27312811699E-05
1.24000000000E+09,+3.54457336729E-05,-1.05261888833E-04
1.24500000000E+09,+4.30665924897E-05,-9.97920573804E-05
1.25000000000E+09,-1.54660524722E-05,-8.33552293054E-05
1.25500000000E+09,-3.39107160455E-05,-5.56397612974E-05
1.26000000000E+09,-3.52325811435E-05,-8.83136162199E-05
1.26500000000E+09,-5.49723214538E-05,-4.18649881765E-05
1.27000000000E+09,-2.84625863338E-05,-5.02960528581E-05
1.27500000000E+09,-8.16264908621E-05,-9.70425422991E-05
1.28000000000E+09,-2.62891193780E-05,-5.24498669354E-05
1.28500000000E+09,-8.57915448853E-05,-8.39529260673E-05
1.29000000000E+09,-4.63423725002E-05,-5.93484271185E-05
1.29500000000E+09,-6.75373544517E-05,-5.95627494382E-05
1.30000000000E+09,-7.90780022493E-05,-5.94737289894E-05
1.30500000000E+09,-9.17862388995E-05,-4.35691960156E-05
1.31000000000E+09,-9.98063162871E-05,-6.39499524547E-06
1.31500000000E+09,-1.15767856232E-04,-2.65790858268E-05
1.32000000000E+09,-1.16234988995E-04,+4.79250244989E-06
1.32500000000E+09,-9.02446731306E-05,+1.93907312188E-05
1.33000000000E+09,-8.92489135533E-05,-3.40541097969E-07
1.33500000000E+09,-1.17689052497E-04,-1.70062132560E-05
1.34000000000E+09,-1.42011711009E-04,+2.62634116441E-05
1.34500000000E+09,-1.16749542721E-04,+9.05996486577E-06
1.35000000000E+09,-1.12540708958E-04,+3.23547553449E-05
1.35500000000E+09,-1.18810952174E-04,+4.80366491161E-05
1.36000000000E+09,-1.42041761076E-04,+3.03138967276E-05
1.36500000000E+09,-1.72412144391E-04,+1.68977884213E-05
1.37000000000E+09,-2.06165668902E-04,+1.16808423418E-04
1.37500000000E+09,-1.92186303459E-04,+1.50485994892E-04
1.38000000000E+09,-1.63290571423E-04,+2.06375674689E-04
1.38500000000E+09,-1.13034530660E-04,+2.55106282554E-04
1.39000000000E+09,-8.03121410002E-05,+2.76703709080E-04
1.39500000000E+09,-1.33905765366E-04,+2.32872483686E-04
1.40000000000E+09,-8.09943788441E-05,+2.14918655983E-04
1.40500000000E+09,-1.60801298663E-04,+2.98279140581E-04
1.41000000000E+09,-1.48439660477E-04,+4.29859567264E-04
1.41500000000E+09,-1.41762579340E-05,+5.71275625313E-04
1.42000000000E+09,+1.86661932060E-04,+5.66057545941E-04
1.42500000000E+09,+2.08448773933E-04,+4.98511056316E-04
1.43000000000E+09,+3.73237767863E-04,+4.83578074608E-04
1.43500000000E+09,+3.73746338318E-04,+4.82802459365E-04
1.44000000000E+09,+4.89354341113E-04,+4.10045076896E-04
1.44500000000E+09,+5.22372347540E-04,+4.02419154545E-04
1.45000000000E+09,+5.73890263225E-04,+4.75961246771E-04
1.45500000000E+09,+7.86686603157E-04,+5.97538245357E-04
1.46000000000E+09,+1.19009479041E-03,+5.37474282196E-04
1.46500000000E+09,+1.78478066186E-03,+1.91730732821E-04
1.47000000000E+09,+1.70912101127E-03,-6.67181916973E-04
1.47500000000E+09,+1.35587864593E-03,-9.50498155007E-04
1.48000000000E+09,+1.15218483812E-03,-1.24140609074E-03
1.48500000000E+09,+9.26501750558E-04,-1.26525743759E-03
1.49000000000E+09,+1.15587957642E-03,-1.27486273868E-03
1.49500000000E+09,+1.33182091768E-03,-2.32007725347E-03
1.50000000000E+09,+3.66080250320E-04,-3.43139454715E-03
1.50500000000E+09,-1.45669944948E-03,-3.54956537620E-03
1.51000000000E+09,-2.87915503071E-03,-1.92764919479E-03
1.51500000000E+09,-1.99594471607E-03,-9.56115360343E-04
1.52000000000E+09,-1.97238295648E-03,-1.21275953310E-03
1.52500000000E+09,-2.73501040517E-03,-1.10846387243E-03
1.53000000000E+09,-3.36350251876E-03,+3.77838326584E-06
1.53500000000E+09,-2.90482121659E-03,+8.55113911780E-04
1.54000000000E+09,-3.14140083659E-03,+1.43722408509E-03
1.54500000000E+09,-2.51314968877E-03,+3.00595257099E-03
1.55000000000E+09,-8.89960134509E-04,+3.55180732674E-03
1.55500000000E+09,+8.11949622366E-04,+2.88541610007E-03
1.56000000000E+09,+7.71396585395E-04,+1.68925112671E-03
1.56500000000E+09,+3.45892053421E-04,+1.43938993500E-03
1.57000000000E+09,+6.30876290482E-04,+1.80461946474E-03
1.57500000000E+09,+1.02768186281E-03,+1.61238226436E-03
1.58000000000E+09,+1.40211955775E-03,+1.21185873978E-03
1.58500000000E+09,+1.63495895689E-03,+7.59859815945E-04
1.59000000000E+09,+1.60082780294E-03,+2.59018611687E-04
1.59500000000E+09,+1.17429177645E-03,-2.62178143153E-04
1.60000000000E+09,+7.90378729809E-04,-3.19656949845E-05
1.60500000000E+09,+9.24240795849E-04,+5.46566384835E-05
1.61000000000E+09,+1.00803625918E-03,+1.50865310411E-05
1.61500000000E+09,+1.14344699944E-03,-3.67060198189E-04
1.62000000000E+09,+7.71384183900E-04,-6.55349369136E-04
1.62500000000E+09,+5.26189409753E-04,-5.89882197192E-04
1.63000000000E+09,+4.76606170262E-04,-4.59550649139E-04
1.63500000000E+09,+4.81077324022E-04,-5.78818293051E-04
1.64000000000E+09,+3.35941673862E-04,-5.39198531452E-04
1.64500000000E+09,+2.88561325532E-04,-5.25926320919E-04
1.65000000000E+09,+2.91747695827E-04,-5.92907565360E-04
1.65500000000E+09,+2.06631776205E-04,-6.84930186550E-04
1.66000000000E+09,+4.81544029680E-05,-6.70577891614E-04
1.66500000000E+09,-1.88700837709E-05,-6.99401942057E-04
1.67000000000E+09,-2.16961715052E-04,-6.30897444075E-04
1.67500000000E+09,-2.64022137378E-04,-4.97706754644E-04
1.68000000000E+09,-2.53067096554E-04,-4.83586096329E-04
1.68500000000E+09,-3.33622903557E-04,-4.77740568278E-04
1.69000000000E+09,-3.77697312135E-04,-3.89897249069E-04
1.69500000000E+09,-4.27453516433E-04,-3.17322279872E-04
1.70000000000E+09,-4.84216724401E-04,-2.21258363302E-04
1.70500000000E+09,-4.79225222394E-04,-1.33530519813E-04
1.71000000000E+09,-4.26360749609E-04,-2.10187503355E-05
1.71500000000E+09,-4.27106802920E-04,-2.30109537623E-05
1.72000000000E+09,-4.20061171794E-04,+6.96241099235E-05
1.72500000000E+09,-3.86402693635E-04,+7.24374227527E-05
1.73000000000E+09,-3.87724497517E-04,+1.51722044963E-04
1.73500000000E+09,-3.12308262277E-04,+1.54092407178E-04
1.74000000000E+09,-2.98850733029E-04,+2.11375739722E-04
1.74500000000E+09,-2.11846016035E-04,+1.92361402994E-04
1.75000000000E+09,-2.12447673278E-04,+2.49519666840E-04
1.75500000000E+09,-1.54426351423E-04,+2.80060878858E-04
1.76000000000E+09,-1.43223269957E-04,+2.52626473086E-04
1.76500000000E+09,-8.64245493846E-05,+2.10199546737E-04
