! CMT, C1220, 16058040, 17.2.0/1
! Date: 02/08/2018 11:44:09
! Stimulus(Hz),    S21(Real),         S21(Imag)
1.00000000000E+09,+1.58151398679E-05,+1.32050143090E-05
1.00500000000E+09,-1.62493042528E-06,-3.25146762687E-05
1.01000000000E+09,-5.42684141946E-05,-1.84304332802E-05
1.01500000000E+09,+3.59807468723E-06,+2.04881034087E-05
1.02000000000E+09,+2.14635261614E-05,+3.78788124489E-05
1.02500000000E+09,+5.21292616911E-05,+3.18045495894E-05
1.03000000000E+09,-3.16819906648E-06,-4.30406570774E-05
1.03500000000E+09,-1.71107326590E-05,-6.33798533605E-06
1.04000000000E+09,-4.24692411703E-05,-1.83895888891E-05
1.04500000000E+09,-1.37665514521E-05,+3.34490867733E-05
1.05000000000E+09,+2.85675422067E-06,+2.07223802580E-05
1.05500000000E+09,-2.23998018075E-05,-1.41853673488E-05
1.06000000000E+09,-2.22048643011E-05,-7.02179116787E-06
1.06500000000E+09,-2.27486500232E-05,+9.40909659499E-07
1.07000000000E+09,-4.20323368453E-05,+3.14358366487E-05
1.07500000000E+09,-3.24586706543E-05,-2.86920861993E-05
1.08000000000E+09,+5.56289373246E-06,-5.10292017030E-06
1.08500000000E+09,-4.86185042119E-05,+2.90165093607E-05
1.09000000000E+09,-2.61171888046E-05,+5.46623681668E-05
1.09500000000E+09,-5.27851661833E-05,+2.52302604320E-05
1.10000000000E+09,-3.00604604907E-05,-3.53556312793E-05
1.10500000000E+09,-3.81975975414E-05,+2.06199892590E-05
1.11000000000E+09,-4.23721958865E-05,+4.71026781952E-05
1.11500000000E+09,-4.84220329501E-05,+1.32197858906E-06
1.12000000000E+09,-2.26320219213E-05,+1.93844519116E-05
1.12500000000E+09,+3.59101342828E-08,+3.64793413938E-06
1.13000000000E+09,-1.10662511562E-05,+3.38477697845E-05
1.13500000000E+09,-1.28751870847E-05,+5.70117594976E-05
1.14000000000E+09,+2.86064038115E-05,+3.63986900522E-05
1.14500000000E+09,+1.71885713348E-05,+1.77226663301E-05
1.15000000000E+09,+1.18322500197E-05,+2.99185503833E-05
1.15500000000E+09,+7.48718444982E-06,-1.77978460433E-05
1.16000000000E+09,-1.18073773828E-05,+3.15609037264E-05
1.16500000000E+09,-1.93908903888E-06,+4.66870005850E-05
1.17000000000E+09,+3.13309753572E-05,+6.78792867635E-05
1.17500000000E+09,-2.06501503881E-05,+2.82254818639E-05
1.18000000000E+09,-1.83367501986E-05,+7.61842934877E-05
1.18500000000E+09,+6.37676139325E-05,+7.32417458896E-05
1.19000000000E+09,+3.16501398906E-05,+6.22302157164E-05
1.19500000000E+09,+1.22555925110E-04,+5.60587119759E-05
1.20000000000E+09,+1.17316701439E-04,+6.63236562601E-05
1.20500000000E+09,+1.56923208356E-04,-1.73181413212E-05
1.21000000000E+09,+1.10285373372E-04,-2.67405816690E-05
1.21500000000E+09,+7.93811426118E-05,-6.24679493698E-05
1.22000000000E+09,+7.03864505394E-05,-7.24396680938E-05
1.22500000000E+09,+4.96106392221E-05,-2.75304600603E-05
1.23000000000E+09,+3.50912731688E-05,+2.77949987914E-06
1.23500000000E+09,+6.05424078310E-05,-5.22906638299E-05
1.24000000000E+09,+5.16729540115E-05,-9.10619141457E-05
1.24500000000E+09,+3.12420445315E-05,-7.00562907071E-05
1.25000000000E+09,+5.70682139260E-05,-1.02892714913E-04
1.25500000000E+09,+2.13049913295E-05,-1.18284535541E-04
1.26000000000E+09,+7.68433701473E-06,-7.60254656754E-05
1.26500000000E+09,+2.93369095647E-05,-7.58006989119E-05
1.27000000000E+09,+3.93555074144E-05,-8.63414712057E-05
1.27500000000E+09,-3.67528087374E-05,-1.20672769228E-04
1.28000000000E+09,-2.78543731992E-05,-1.52920079488E-04
1.28500000000E+09,-1.91124830350E-05,-9.25658180539E-05
1.29000000000E+09,-7.65293221407E-05,-1.28881162808E-04
1.29500000000E+09,-8.13750687045E-05,-1.02536534861E-04
1.30000000000E+09,-7.93649077860E-05,-1.27169645646E-04
1.30500000000E+09,-1.04145874647E-04,-1.14349950554E-04
1.31000000000E+09,-1.25104918411E-04,-8.66441878577E-05
1.31500000000E+09,-1.55758306678E-04,-3.03908999043E-05
1.32000000000E+09,-1.14267634304E-04,-4.45616678234E-05
1.32500000000E+09,-1.18449399960E-04,-2.19643688849E-05
1.33000000000E+09,-1.03243832999E-04,-5.24512628505E-05
1.33500000000E+09,-1.84442972543E-04,-3.68473931844E-05
1.34000000000E+09,-2.02119871351E-04,+1.89057652806E-05
1.34500000000E+09,-1.94018752577E-04,-1.34261895626E-05
1.35000000000E+09,-2.21082765439E-04,+4.98373308062E-05
1.35500000000E+09,-1.98477923954E-04,+6.09646170552E-05
1.36000000000E+09,-1.87647053180E-04,+1.02617616882E-04
1.36500000000E+09,-2.17541572715E-04,+3.95470031588E-05
1.37000000000E+09,-2.79098807415E-04,+1.21955330789E-04
1.37500000000E+09,-2.86231062171E-04,+2.34743061593E-04
1.38000000000E+09,-2.33232451972E-04,+3.63654262572E-04
1.38500000000E+09,-1.79360860214E-04,+4.08004226700E-04
1.39000000000E+09,-1.11235244339E-04,+3.55984476885E-04
1.39500000000E+09,-1.20231532788E-04,+4.54395551570E-04
1.40000000000E+09,-6.33845133015E-05,+3.98704630531E-04
1.40500000000E+09,-1.22469159696E-04,+4.57183847004E-04
1.41000000000E+09,-4.29510121897E-05,+6.62291636175E-04
1.41500000000E+09,+2.05917205410E-04,+8.11905060466E-04
1.42000000000E+09,+4.04137049748E-04,+6.96914379163E-04
1.42500000000E+09,+5.05810454448E-04,+6.29407079194E-04
1.43000000000E+09,+6.46075584857E-04,+5.58740420621E-04
1.43500000000E+09,+7.96063025190E-04,+5.76186475980E-04
1.44000000000E+09,+9.43524843494E-04,+4.16521905790E-04
1.44500000000E+09,+9.56802405303E-04,+2.01505330135E-04
1.45000000000E+09,+9.73280542709E-04,+2.18563083946E-04
1.45500000000E+09,+1.16466002157E-03,+2.70049260210E-04
1.46000000000E+09,+1.65543933226E-03,+1.30654479311E-04
1.46500000000E+09,+2.21903727171E-03,-5.09271464702E-04
1.47000000000E+09,+1.85376240711E-03,-1.56194592899E-03
1.47500000000E+09,+1.26394476959E-03,-1.92040884742E-03
1.48000000000E+09,+8.21517265467E-04,-2.07194164876E-03
1.48500000000E+09,+5.06643938903E-04,-2.22930971344E-03
1.49000000000E+09,+4.92645604569E-04,-2.30831143561E-03
1.49500000000E+09,+4.31525689070E-05,-3.38012019432E-03
1.50000000000E+09,-1.59490445420E-03,-3.79364916518E-03
1.50500000000E+09,-3.38375398007E-03,-3.11209876510E-03
1.51000000000E+09,-4.36269937668E-03,-9.75169070546E-04
1.51500000000E+09,-3.48080066407E-03,+2.26155622918E-04
1.52000000000E+09,-2.98487884721E-03,+6.07128174037E-04
1.52500000000E+09,-3.20560311295E-03,+1.22854845855E-03
1.53000000000E+09,-2.78178782216E-03,+2.26974702880E-03
1.53500000000E+09,-1.67414030801E-03,+2.55236062419E-03
1.54000000000E+09,-1.58758350060E-03,+2.91358373871E-03
1.54500000000E+09,-2.34661520710E-04,+3.67576400138E-03
1.55000000000E+09,+1.18506483729E-03,+3.14610816914E-03
1.55500000000E+09,+2.10768820493E-03,+1.78395660093E-03
1.56000000000E+09,+1.50461980291E-03,+7.48153402377E-04
1.56500000000E+09,+8.87146041736E-04,+6.10620801287E-04
1.57000000000E+09,+1.00397266642E-03,+9.42115197513E-04
1.57500000000E+09,+1.22189287387E-03,+7.06266227645E-04
1.58000000000E+09,+1.29210772297E-03,+4.21750893619E-04
1.58500000000E+09,+1.42033229553E-03,+1.54156870648E-04
1.59000000000E+09,+1.38704620263E-03,-2.56068342789E-04
1.59500000000E+09,+8.54102662671E-04,-6.10404475004E-04
1.60000000000E+09,+5.36662778304E-04,-3.18735385783E-04
1.60500000000E+09,+7.17823759416E-04,-2.13639367354E-04
1.61000000000E+09,+8.11150277079E-04,-3.53713352583E-04
1.61500000000E+09,+7.06842210237E-04,-6.21689558675E-04
1.62000000000E+09,+4.00037817279E-04,-7.43076071573E-04
