! CMT, C1220, 16058040, 17.2.0/1
! Date: 02/08/2018 11:53:31
! Stimulus(Hz),    S21(Real),         S21(Imag)
1.00000000000E+09,-5.35277488542E-05,-4.12126390192E-05
1.00500000000E+09,+8.43040642918E-06,+1.61780622220E-06
1.01000000000E+09,-6.29343179730E-06,-8.93556379154E-06
1.01500000000E+09,+3.97044736307E-05,-8.76559910966E-06
1.02000000000E+09,+1.72003448957E-05,+5.80340283887E-06
1.02500000000E+09,-1.83083765756E-08,-6.45529241974E-05
1.03000000000E+09,+2.08288613315E-05,-3.32053232778E-05
1.03500000000E+09,-6.51471496810E-06,-1.14381687727E-05
1.04000000000E+09,+5.77887703166E-06,-2.30865616776E-05
1.04500000000E+09,-4.45421575544E-05,+2.93082280644E-06
1.05000000000E+09,-9.99041068023E-06,-5.79034748155E-05
1.05500000000E+09,-5.44885511818E-05,+4.24043902568E-05
1.06000000000E+09,-1.51759188983E-05,-4.94174750172E-05
1.06500000000E+09,-3.52363056156E-05,+7.07520488741E-06
1.07000000000E+09,-3.17987248284E-05,-1.44029025389E-05
1.07500000000E+09,-5.50031252310E-05,+1.17517265867E-05
1.08000000000E+09,-3.12576290455E-05,+2.87442590270E-05
1.08500000000E+09,-2.89669752499E-06,-2.36696719795E-05
1.09000000000E+09,-3.58649325584E-05,-1.85113098018E-05
1.09500000000E+09,-3.68316763647E-05,+3.64788940372E-05
1.10000000000E+09,+2.38969112668E-05,+3.23962341146E-05
1.10500000000E+09,-1.24551926128E-05,+2.43715778706E-05
1.11000000000E+09,-2.46505113110E-05,+4.01439268669E-05
1.11500000000E+09,+2.67991156211E-05,+1.82314792947E-05
1.12000000000E+09,+4.23760318432E-06,+2.25239288597E-05
1.12500000000E+09,+1.31953469599E-06,+4.59918883770E-05
1.13000000000E+09,-9.50882826348E-06,+2.57313476940E-05
1.13500000000E+09,+6.52170622931E-06,+4.21100888916E-05
1.14000000000E+09,+1.00794243612E-05,+3.79909366454E-05
1.14500000000E+09,-2.08585695865E-06,+4.06338092245E-05
1.15000000000E+09,-8.71551598127E-06,-7.30886210289E-06
