! CMT, C1220, 16058040, 17.2.0/1
! Date: 02/08/2018 12:08:04
! Stimulus(Hz),    S21(Real),         S21(Imag)
1.00000000000E+09,-1.26159790883E-05,-2.78095133653E-05
1.00500000000E+09,+3.23179083362E-05,-1.99086866640E-05
1.01000000000E+09,+2.68148043822E-05,-3.64801163008E-05
1.01500000000E+09,-9.72910022245E-06,-3.46428028278E-05
1.02000000000E+09,+5.30536177503E-07,-2.33654501058E-05
1.02500000000E+09,-3.43169477754E-05,-5.47961209271E-05
1.03000000000E+09,+2.75036096035E-05,+3.43571134650E-05
1.03500000000E+09,+2.79424975482E-05,-3.67457505385E-06
1.04000000000E+09,+1.08633504825E-05,+1.44653035618E-05
1.04500000000E+09,-1.29585856090E-05,+1.50834764134E-05
1.05000000000E+09,-1.34440081875E-05,-5.89153128772E-05
1.05500000000E+09,-4.34730658568E-06,-1.14745614758E-05
1.06000000000E+09,+2.81854282590E-05,+6.10630099804E-06
1.06500000000E+09,+1.59217603275E-07,+1.84611798239E-05
1.07000000000E+09,-2.98624325426E-05,+3.93461330533E-05
1.07500000000E+09,-5.29111681728E-05,+2.32072854850E-06
1.08000000000E+09,-7.29228945944E-06,-1.42701337220E-05
1.08500000000E+09,-4.66226776859E-05,+1.42887452178E-05
1.09000000000E+09,-2.17577548954E-05,+1.77057282146E-05
1.09500000000E+09,-1.00341429348E-05,+3.44354036136E-05
1.10000000000E+09,-3.65683394557E-05,-2.71736430287E-05
1.10500000000E+09,+2.16460801304E-05,-8.95863207283E-06
1.11000000000E+09,-8.61189338553E-06,+4.46310278699E-05
1.11500000000E+09,+2.62810155776E-05,-2.28352336425E-06
1.12000000000E+09,-2.52462625108E-05,+1.48068682083E-05
1.12500000000E+09,-1.79372514151E-05,+1.59334595030E-05
1.13000000000E+09,-5.47961580227E-06,+4.49161000627E-05
1.13500000000E+09,-2.29884001221E-05,+6.06254627755E-06
1.14000000000E+09,+2.65773471817E-06,+2.96250246931E-05
1.14500000000E+09,-4.78865665099E-06,+2.83726190716E-05
1.15000000000E+09,-3.02040167816E-05,+1.10840166164E-05
1.15500000000E+09,+1.53301552042E-06,+3.30916932120E-05
1.16000000000E+09,+6.24476864692E-06,+2.36040808759E-05
1.16500000000E+09,+2.69113623160E-06,+3.53772730586E-06
1.17000000000E+09,+4.36160204994E-06,+2.68205987707E-05
1.17500000000E+09,+3.02384249443E-05,+6.14103942502E-05
1.18000000000E+09,+1.75150925901E-05,+8.72972545008E-05
1.18500000000E+09,+2.93883729577E-05,+5.18041111523E-05
1.19000000000E+09,+7.47002678268E-05,+6.75469792311E-05
1.19500000000E+09,+9.25022103723E-05,+8.18278168219E-05
1.20000000000E+09,+1.44770103844E-04,+2.89144957615E-05
1.20500000000E+09,+1.27607800753E-04,-4.45124724286E-05
1.21000000000E+09,+1.07607393557E-04,-1.11590304776E-04
1.21500000000E+09,+3.66175075637E-05,-9.26182410335E-05
1.22000000000E+09,+5.65945873026E-05,-7.79029643679E-05
1.22500000000E+09,+3.62970956256E-05,-7.69778562217E-05
1.23000000000E+09,+7.83568964117E-05,-7.69580844385E-05
1.23500000000E+09,+6.30301828496E-05,-7.60540543309E-05
1.24000000000E+09,+7.48821866927E-05,-9.32333441194E-05
1.24500000000E+09,+2.12863492142E-05,-1.04896068683E-04
1.25000000000E+09,+2.52029474740E-06,-9.04354571502E-05
1.25500000000E+09,+2.07835632944E-05,-9.89145927906E-05
1.26000000000E+09,+1.40298114068E-05,-8.30180764623E-05
1.26500000000E+09,+2.25725829280E-05,-7.89094171256E-05
1.27000000000E+09,-6.43642548203E-06,-9.17500550277E-05
1.27500000000E+09,+2.85360237406E-05,-1.12192580006E-04
1.28000000000E+09,-3.73043697432E-05,-8.76253580582E-05
1.28500000000E+09,-2.56764972225E-05,-1.21606797715E-04
1.29000000000E+09,-3.29421366499E-05,-1.31485374768E-04
