! CMT, C1220, 16058040, 17.2.0/1
! Date: 26/07/2018 15:12:27
! Stimulus(Hz),    S21(dB),           S21(°)
1.00000000000E+09,-9.24374271780E+01,-2.60726719002E+01
1.00500000000E+09,-9.36490815540E+01,-1.56906144654E+02
1.01000000000E+09,-8.54601490516E+01,-1.42581691133E+02
1.01500000000E+09,-9.36027926392E+01,+1.26895437296E+02
1.02000000000E+09,-9.05520809163E+01,-1.42370309775E+02
1.02500000000E+09,-8.81795458238E+01,+2.83023761437E+01
1.03000000000E+09,-9.65267972640E+01,+7.61243656434E+01
1.03500000000E+09,-8.74784412097E+01,+9.21619543806E+01
1.04000000000E+09,-9.35071293920E+01,+1.29398387200E+02
1.04500000000E+09,-8.48217165443E+01,+1.47147841284E+02
1.05000000000E+09,-8.47717331152E+01,+5.03846536517E+01
1.05500000000E+09,-8.88026852098E+01,+1.60262134470E+02
1.06000000000E+09,-9.89322198789E+01,+6.13841142871E+01
1.06500000000E+09,-9.75134987479E+01,-1.11400535524E+02
1.07000000000E+09,-8.51937078673E+01,-1.46188042686E+02
1.07500000000E+09,-9.04090048524E+01,+1.05622926436E+02
1.08000000000E+09,-9.32833446087E+01,+3.24393024674E+01
1.08500000000E+09,-9.95140150784E+01,-1.23127841471E+02
1.09000000000E+09,-9.12600831488E+01,-1.45907412874E+02
1.09500000000E+09,-9.06142298514E+01,+3.26055459413E+01
1.10000000000E+09,-9.03050281085E+01,+8.14961956086E+01
1.10500000000E+09,-8.86136578947E+01,+1.27050420042E+02
1.11000000000E+09,-8.46707689253E+01,-1.74415350319E+02
1.11500000000E+09,-9.29718898665E+01,+1.76511133959E+02
1.12000000000E+09,-9.33413812709E+01,+1.77441068949E+02
1.12500000000E+09,-9.33307071993E+01,-1.56695300627E+02
1.13000000000E+09,-8.59918130884E+01,+4.20390468766E+01
1.13500000000E+09,-1.01245501154E+02,+1.66366813095E+02
1.14000000000E+09,-9.86051743057E+01,-4.87127288923E+01
1.14500000000E+09,-8.83950477730E+01,+1.49739153049E+02
1.15000000000E+09,-9.00055885747E+01,-1.70408264189E+02
1.15500000000E+09,-9.54998031799E+01,-1.43635730991E+02
1.16000000000E+09,-8.98213677812E+01,-1.37377785867E+02
1.16500000000E+09,-9.51215835693E+01,+5.64383507284E+01
1.17000000000E+09,-8.26178573278E+01,+1.40213600726E+02
1.17500000000E+09,-8.59941394556E+01,+1.21112294218E+02
1.18000000000E+09,-9.27272727793E+01,+4.20199943402E+01
1.18500000000E+09,-8.12883680917E+01,+1.03543793466E+02
1.19000000000E+09,-8.08256827794E+01,+7.94933229471E+01
1.19500000000E+09,-8.13641912596E+01,+6.34785164320E+01
1.20000000000E+09,-7.92758939630E+01,+2.14789647655E+01
1.20500000000E+09,-7.70318501955E+01,-4.17645783813E+00
1.21000000000E+09,-8.09818289270E+01,-3.68836706296E+01
1.21500000000E+09,-8.20161948988E+01,-2.99801109831E+01
1.22000000000E+09,-8.66877079809E+01,-6.86543621080E+01
1.22500000000E+09,-8.76246483849E+01,-4.37974365801E+01
1.23000000000E+09,-8.51657071015E+01,-5.27294652472E+01
1.23500000000E+09,-8.33944818648E+01,-6.64567558177E+01
1.24000000000E+09,-8.26753081105E+01,-7.89484047064E+01
1.24500000000E+09,-8.34637799321E+01,-1.06284394841E+02
1.25000000000E+09,-8.47572541799E+01,-9.89343558439E+01
1.25500000000E+09,-9.34644039622E+01,-1.11561076637E+02
1.26000000000E+09,-8.98961591405E+01,-1.02440228350E+02
1.26500000000E+09,-8.42894089472E+01,-3.32507570107E+01
1.27000000000E+09,-8.95763316821E+01,-6.24736925334E+01
1.27500000000E+09,-8.55917191863E+01,-1.39973746714E+02
1.28000000000E+09,-8.16250271134E+01,-7.38140984646E+01
1.28500000000E+09,-7.97635941202E+01,-7.73533342884E+01
1.29000000000E+09,-8.34757415264E+01,-1.12373281773E+02
1.29500000000E+09,-8.52011033390E+01,-9.94661080749E+01
1.30000000000E+09,-8.32435420337E+01,-1.20740164384E+02
1.30500000000E+09,-7.85626325201E+01,-9.56480696422E+01
1.31000000000E+09,-7.85860028955E+01,-1.18781506102E+02
1.31500000000E+09,-7.90776525104E+01,-1.39587434580E+02
1.32000000000E+09,-7.55607531567E+01,-1.50968456651E+02
1.32500000000E+09,-8.18008354685E+01,-1.44332919804E+02
1.33000000000E+09,-7.69953436523E+01,-1.40369090945E+02
1.33500000000E+09,-7.58535243559E+01,-1.56608645966E+02
1.34000000000E+09,-7.51909853307E+01,-1.67631894937E+02
1.34500000000E+09,-7.70744961579E+01,-1.78374237603E+02
1.35000000000E+09,-7.50957799878E+01,+1.52766186421E+02
1.35500000000E+09,-7.37743254674E+01,+1.79197418436E+02
1.36000000000E+09,-7.27899008125E+01,+1.49386871474E+02
1.36500000000E+09,-7.34828605959E+01,+1.41487744494E+02
1.37000000000E+09,-7.61299945602E+01,+1.25055597315E+02
1.37500000000E+09,-7.48564449192E+01,+1.32912071921E+02
1.38000000000E+09,-7.42056179471E+01,+1.22308252107E+02
1.38500000000E+09,-7.31731444336E+01,+1.22615908686E+02
1.39000000000E+09,-7.49487121297E+01,+1.16924887914E+02
1.39500000000E+09,-7.29768267658E+01,+1.01072524867E+02
1.40000000000E+09,-7.24456942951E+01,+9.79142670955E+01
1.40500000000E+09,-7.04629906610E+01,+1.12645480323E+02
1.41000000000E+09,-6.81673536578E+01,+9.26637672390E+01
1.41500000000E+09,-6.80546893219E+01,+7.87660748796E+01
1.42000000000E+09,-6.81571655606E+01,+7.43720212852E+01
1.42500000000E+09,-6.70755377192E+01,+7.01091982026E+01
1.43000000000E+09,-6.67362063036E+01,+7.03543061504E+01
1.43500000000E+09,-6.35821903264E+01,+5.43474183446E+01
1.44000000000E+09,-6.33627864266E+01,+4.06997433064E+01
1.44500000000E+09,-6.23692436865E+01,+3.26546605255E+01
1.45000000000E+09,-6.13698426062E+01,+1.84951467730E+01
1.45500000000E+09,-6.18050039456E+01,+1.50257901450E+01
1.46000000000E+09,-5.92544455833E+01,+6.00674463415E+00
1.46500000000E+09,-5.76619499900E+01,-1.17659765567E+01
1.47000000000E+09,-5.67146528185E+01,-2.27395102704E+01
1.47500000000E+09,-5.47547216806E+01,-4.11512140295E+01
1.48000000000E+09,-5.47207574656E+01,-7.21407699397E+01
1.48500000000E+09,-5.71763650682E+01,-7.37751205682E+01
1.49000000000E+09,-5.45822939721E+01,-7.94114313578E+01
1.49500000000E+09,-5.34194320454E+01,-1.00277385392E+02
1.50000000000E+09,-5.35192751808E+01,-1.15641393919E+02
1.50500000000E+09,-5.18392965317E+01,-1.32009901251E+02
1.51000000000E+09,-5.25030730981E+01,-1.61817087924E+02
1.51500000000E+09,-5.49448282237E+01,-1.59841710473E+02
1.52000000000E+09,-5.25319147820E+01,-1.70221048147E+02
1.52500000000E+09,-5.11120064601E+01,+1.69969452200E+02
1.53000000000E+09,-5.07368298407E+01,+1.45043196577E+02
1.53500000000E+09,-5.11873490559E+01,+1.14460526899E+02
1.54000000000E+09,-5.51748561448E+01,+9.78588633147E+01
1.54500000000E+09,-5.53531193084E+01,+9.54058380194E+01
1.55000000000E+09,-5.56047674888E+01,+8.47768547410E+01
1.55500000000E+09,-5.48586336130E+01,+7.11051485026E+01
1.56000000000E+09,-5.65010548355E+01,+4.78189246747E+01
1.56500000000E+09,-5.77513596625E+01,+4.16288624989E+01
1.57000000000E+09,-5.75703807711E+01,+2.59760474013E+01
1.57500000000E+09,-6.00269791701E+01,+1.00505042938E+01
1.58000000000E+09,-6.14283643464E+01,+2.26337956609E+01
1.58500000000E+09,-5.81817933120E+01,+1.00066890452E+01
1.59000000000E+09,-5.86037380872E+01,-2.07730534131E+01
1.59500000000E+09,-6.14961763367E+01,-4.61432480862E+01
1.60000000000E+09,-6.56389965943E+01,-4.76029514959E+01
1.60500000000E+09,-6.50405824863E+01,-3.73124769791E+01
1.61000000000E+09,-6.50913696054E+01,-3.84375700594E+01
1.61500000000E+09,-6.22573812065E+01,-5.52454456934E+01
