! CMT, C1220, 16058040, 17.2.0/1
! Date: 26/07/2018 15:41:06
! Stimulus(Hz),    S21(dB),           S21(°)
1.00000000000E+09,-9.88574849184E+01,+1.31736529950E+02
1.00500000000E+09,-8.76719425221E+01,-3.21119876586E+01
1.01000000000E+09,-8.43626088317E+01,-1.71847820199E+02
1.01500000000E+09,-8.60807877979E+01,+1.66360954285E+02
1.02000000000E+09,-9.68201389276E+01,+5.35273871543E+01
1.02500000000E+09,-9.47572325856E+01,-1.58412507328E+02
1.03000000000E+09,-9.58276884719E+01,+8.36252194508E+01
1.03500000000E+09,-9.59160422394E+01,+1.70763920302E+02
1.04000000000E+09,-8.69243298996E+01,+1.43180472692E+02
1.04500000000E+09,-8.77401867325E+01,-7.44385068882E+01
1.05000000000E+09,-8.90600013411E+01,+1.19384017189E+02
1.05500000000E+09,-1.02188356551E+02,+1.69617324844E+02
1.06000000000E+09,-9.51765173435E+01,-1.27220443076E+02
1.06500000000E+09,-9.24840416938E+01,-1.40716654827E+02
1.07000000000E+09,-8.46443208414E+01,+1.15036013296E+02
1.07500000000E+09,-8.40683770421E+01,+1.04305066444E+02
1.08000000000E+09,-9.01016956390E+01,-1.63387053982E+02
1.08500000000E+09,-8.94920381837E+01,-1.68551681252E+02
1.09000000000E+09,-9.52261006498E+01,+1.66541492584E+02
1.09500000000E+09,-9.24780936864E+01,-1.38487064830E+02
1.10000000000E+09,-9.02882247117E+01,+5.09398445156E+01
1.10500000000E+09,-8.90472045430E+01,+6.59944649342E+01
1.11000000000E+09,-8.67346214916E+01,+1.27032584115E+02
1.11500000000E+09,-9.37570896969E+01,+1.47359858114E+02
1.12000000000E+09,-8.15459834247E+01,+9.52690895022E+01
1.12500000000E+09,-9.63032319513E+01,+1.24738713649E+02
1.13000000000E+09,-8.84104649874E+01,+1.42896947273E+02
1.13500000000E+09,-8.10137683354E+01,+1.36668043691E+02
1.14000000000E+09,-8.53001378876E+01,+3.36191255897E+01
1.14500000000E+09,-8.82217826833E+01,+5.78974667044E+01
1.15000000000E+09,-8.90372028715E+01,+4.48968444679E+01
1.15500000000E+09,-8.88384641144E+01,+1.79467918346E+02
1.16000000000E+09,-8.95383968129E+01,+1.25140293661E+02
1.16500000000E+09,-1.01155702543E+02,+7.17649611334E+01
1.17000000000E+09,-9.56477060072E+01,-1.68831787107E+02
1.17500000000E+09,-8.45336586550E+01,+1.10460654240E+02
1.18000000000E+09,-8.85232538586E+01,+5.07292922392E+01
1.18500000000E+09,-8.99310303610E+01,+1.50070238073E+02
1.19000000000E+09,-8.08603270395E+01,+4.72863079987E+01
1.19500000000E+09,-8.03091075299E+01,+6.77813584521E+01
1.20000000000E+09,-7.95843070102E+01,+3.69297474202E+00
1.20500000000E+09,-7.74233015764E+01,+5.75749114565E+00
1.21000000000E+09,-8.06600763902E+01,-1.83417820520E+01
1.21500000000E+09,-8.34476527078E+01,-4.72420610551E+01
1.22000000000E+09,-8.09511478892E+01,-2.09857783061E+01
1.22500000000E+09,-8.46270801789E+01,-5.11079567777E+01
1.23000000000E+09,-8.34674382032E+01,-1.06861393513E+01
1.23500000000E+09,-8.38951548737E+01,-4.11192379419E+01
1.24000000000E+09,-8.19841413808E+01,-8.80947061456E+01
1.24500000000E+09,-8.20788714594E+01,-5.17882025637E+01
1.25000000000E+09,-8.62655754326E+01,-6.37421064096E+01
1.25500000000E+09,-9.27389886437E+01,-1.23570042244E+02
1.26000000000E+09,-8.47527378296E+01,-9.87049917366E+01
1.26500000000E+09,-8.36230018567E+01,-5.25274855975E+01
1.27000000000E+09,-8.20984714377E+01,-4.27179624507E+01
1.27500000000E+09,-9.34631109022E+01,-6.71899956419E+01
1.28000000000E+09,-8.00775132660E+01,-8.09831955855E+01
1.28500000000E+09,-8.73604926897E+01,-7.49674457945E+01
1.29000000000E+09,-8.00759131287E+01,-8.40290579610E+01
1.29500000000E+09,-8.20018632407E+01,-7.74802962116E+01
1.30000000000E+09,-7.75577757763E+01,-9.01142854112E+01
1.30500000000E+09,-7.77329528507E+01,-1.27317176828E+02
1.31000000000E+09,-7.82951136616E+01,-1.24258879968E+02
1.31500000000E+09,-7.69970125282E+01,-1.44435057945E+02
1.32000000000E+09,-7.65236573425E+01,-1.45947250638E+02
1.32500000000E+09,-7.85718103216E+01,-1.40555120167E+02
1.33000000000E+09,-7.58428807636E+01,-1.32173411205E+02
1.33500000000E+09,-7.37822418939E+01,-1.60400964073E+02
1.34000000000E+09,-7.37533034590E+01,-1.73496506905E+02
1.34500000000E+09,-7.27179099810E+01,-1.77707488437E+02
1.35000000000E+09,-7.23626124521E+01,+1.64444659867E+02
1.35500000000E+09,-7.45440087993E+01,+1.55717993052E+02
1.36000000000E+09,-7.45134489186E+01,+1.47631378266E+02
1.36500000000E+09,-7.24823102892E+01,+1.59956515202E+02
1.37000000000E+09,-7.39137319225E+01,+1.43959901201E+02
1.37500000000E+09,-7.27153326377E+01,+1.45986072774E+02
1.38000000000E+09,-7.09321601135E+01,+1.37093595774E+02
1.38500000000E+09,-7.08934048949E+01,+1.17317357098E+02
1.39000000000E+09,-7.13881993063E+01,+1.19403845773E+02
1.39500000000E+09,-7.20634907730E+01,+1.22396942095E+02
1.40000000000E+09,-7.16644683798E+01,+1.11975561948E+02
1.40500000000E+09,-6.92361563060E+01,+1.28375002641E+02
1.41000000000E+09,-6.59458431762E+01,+1.11987407670E+02
1.41500000000E+09,-6.48251336721E+01,+1.01762410653E+02
1.42000000000E+09,-6.46470144558E+01,+8.39163998409E+01
1.42500000000E+09,-6.42745008192E+01,+7.58099701531E+01
1.43000000000E+09,-6.24355988481E+01,+7.53703120259E+01
1.43500000000E+09,-6.09151901016E+01,+5.49635703093E+01
1.44000000000E+09,-6.08025589882E+01,+4.71669610197E+01
1.44500000000E+09,-5.99829862152E+01,+4.05393675511E+01
1.45000000000E+09,-5.85270398645E+01,+2.64030234700E+01
1.45500000000E+09,-5.78241881127E+01,+2.37079814706E+01
1.46000000000E+09,-5.49227902987E+01,+1.21102810161E+01
1.46500000000E+09,-5.29477836727E+01,-1.44756058954E+01
1.47000000000E+09,-5.32499693874E+01,-3.61426142044E+01
1.47500000000E+09,-5.34533735194E+01,-5.10774127503E+01
1.48000000000E+09,-5.37973401271E+01,-6.67455783918E+01
1.48500000000E+09,-5.40921628031E+01,-7.02320055025E+01
1.49000000000E+09,-5.29590556198E+01,-7.85034697345E+01
1.49500000000E+09,-5.16458514870E+01,-8.78292564718E+01
1.50000000000E+09,-4.90398797315E+01,-1.05267520348E+02
1.50500000000E+09,-4.77883839321E+01,-1.35158587148E+02
1.51000000000E+09,-4.94709080879E+01,-1.66438709919E+02
1.51500000000E+09,-5.16961492828E+01,-1.67838235052E+02
1.52000000000E+09,-5.03140544468E+01,-1.78938817706E+02
1.52500000000E+09,-4.96122641767E+01,+1.61562066461E+02
1.53000000000E+09,-4.96534706014E+01,+1.43527486565E+02
1.53500000000E+09,-5.01256135506E+01,+1.25935454020E+02
1.54000000000E+09,-5.01154747380E+01,+1.10537506824E+02
1.54500000000E+09,-5.03297344359E+01,+8.94079152352E+01
1.55000000000E+09,-5.13561606308E+01,+6.82970281333E+01
1.55500000000E+09,-5.19156123665E+01,+4.62897498320E+01
1.56000000000E+09,-5.67001699994E+01,+2.08277616821E+01
1.56500000000E+09,-5.95419087788E+01,+4.17060443195E+01
1.57000000000E+09,-5.66980471122E+01,+3.71763847696E+01
