! CMT, C1220, 16058040, 17.2.0/1
! Date: 26/07/2018 15:48:34
! Stimulus(Hz),    S21(dB),           S21(°)
1.00000000000E+09,-8.37836100986E+01,-2.57674153814E+01
1.00500000000E+09,-9.09651280489E+01,-2.44611717861E+01
1.01000000000E+09,-9.82649852515E+01,+9.09086677497E+01
1.01500000000E+09,-8.76191982111E+01,-7.97726246548E+01
1.02000000000E+09,-8.87324863314E+01,-7.58617918128E+00
1.02500000000E+09,-9.24079734341E+01,-6.49938751946E+01
1.03000000000E+09,-1.05941023530E+02,+1.15487365426E+02
1.03500000000E+09,-8.78617062301E+01,-8.72169332946E+01
1.04000000000E+09,-9.03676909589E+01,-9.40935201623E+01
1.04500000000E+09,-9.46173418038E+01,-1.30735670305E+01
1.05000000000E+09,-8.95750913692E+01,-5.66660478537E+01
1.05500000000E+09,-8.52271346772E+01,-6.87332641833E+01
1.06000000000E+09,-8.45776757561E+01,-1.58984696753E+02
1.06500000000E+09,-8.70056540224E+01,-1.70143119887E+02
1.07000000000E+09,-8.20673677150E+01,-1.29015687767E+02
1.07500000000E+09,-8.74528008883E+01,-1.06062600725E+02
1.08000000000E+09,-8.10962863249E+01,-1.18164748068E+02
1.08500000000E+09,-8.12587189100E+01,-1.53230024825E+02
1.09000000000E+09,-8.25129891649E+01,-1.50406892397E+02
1.09500000000E+09,-8.04954238206E+01,+1.63972773554E+02
1.10000000000E+09,-8.24204105801E+01,-1.69204939716E+02
1.10500000000E+09,-8.44172484167E+01,+1.72182722660E+02
1.11000000000E+09,-8.24115762685E+01,+1.78824935012E+02
1.11500000000E+09,-8.01348355350E+01,+1.79089424901E+02
1.12000000000E+09,-8.08845921870E+01,+1.75025784706E+02
1.12500000000E+09,-7.95682593357E+01,+1.49347621681E+02
1.13000000000E+09,-7.86427249932E+01,+1.56624211492E+02
1.13500000000E+09,-8.91726995593E+01,+1.15041946483E+02
1.14000000000E+09,-8.14743949921E+01,+1.61850938955E+02
1.14500000000E+09,-7.85250854043E+01,+1.36264207364E+02
1.15000000000E+09,-8.05002282312E+01,+1.29812434637E+02
1.15500000000E+09,-8.31051966422E+01,+1.19236060269E+02
1.16000000000E+09,-8.15273727717E+01,+1.28986072686E+02
1.16500000000E+09,-7.85093005994E+01,+1.51746730163E+02
1.17000000000E+09,-8.15218367593E+01,+1.51851456445E+02
1.17500000000E+09,-7.60765354083E+01,+1.18489455416E+02
1.18000000000E+09,-7.83800263023E+01,+1.06435989560E+02
1.18500000000E+09,-7.63322644715E+01,+9.20080273849E+01
1.19000000000E+09,-7.97538131195E+01,+1.02964419774E+02
1.19500000000E+09,-7.65193733392E+01,+9.61434446159E+01
1.20000000000E+09,-7.51924034582E+01,+8.94163365228E+01
1.20500000000E+09,-7.36222240374E+01,+6.84770391004E+01
1.21000000000E+09,-7.64114703075E+01,+6.20906969698E+01
1.21500000000E+09,-7.58779466791E+01,+5.38082364284E+01
1.22000000000E+09,-7.62302924980E+01,+5.66184647941E+01
1.22500000000E+09,-7.42208828335E+01,+4.90613983769E+01
1.23000000000E+09,-7.40079716264E+01,+4.27559528925E+01
1.23500000000E+09,-7.36922593900E+01,+3.68331165173E+01
1.24000000000E+09,-7.21015270282E+01,+2.81333357494E+01
1.24500000000E+09,-7.14130839726E+01,+2.86045681668E+01
1.25000000000E+09,-7.22219728038E+01,+1.96865026204E+01
1.25500000000E+09,-7.24073377009E+01,+1.13848962165E+01
1.26000000000E+09,-7.25600968622E+01,+4.06540086861E-04
1.26500000000E+09,-7.22420010929E+01,+2.04715463616E-01
1.27000000000E+09,-7.04076305411E+01,-6.45687323783E+00
1.27500000000E+09,-7.25701715762E+01,-1.50768736108E+01
1.28000000000E+09,-7.17775156300E+01,-2.24330199161E+01
1.28500000000E+09,-7.10792284618E+01,-2.62583303338E+01
1.29000000000E+09,-7.11497970264E+01,-1.98018998359E+01
1.29500000000E+09,-7.00813209548E+01,-2.20680414068E+01
1.30000000000E+09,-7.06410720367E+01,-3.23418235734E+01
1.30500000000E+09,-6.85714498558E+01,-3.53216801939E+01
1.31000000000E+09,-6.71897224611E+01,-4.72310498120E+01
1.31500000000E+09,-6.71685803935E+01,-5.27164458262E+01
1.32000000000E+09,-6.78943852336E+01,-5.59548415260E+01
1.32500000000E+09,-6.73940518361E+01,-6.15895317512E+01
1.33000000000E+09,-6.52407683858E+01,-6.28347282158E+01
1.33500000000E+09,-6.44084619484E+01,-6.70174657837E+01
1.34000000000E+09,-6.34501697885E+01,-8.17250737456E+01
1.34500000000E+09,-6.27299628023E+01,-9.12612273442E+01
1.35000000000E+09,-6.25594482158E+01,-1.05033324143E+02
1.35500000000E+09,-6.30219772409E+01,-1.04548775790E+02
1.36000000000E+09,-6.21143276436E+01,-1.05833667739E+02
1.36500000000E+09,-6.14295876658E+01,-1.11694041932E+02
1.37000000000E+09,-5.99835058382E+01,-1.18027904889E+02
1.37500000000E+09,-5.93537401838E+01,-1.27887409601E+02
1.38000000000E+09,-5.83645231388E+01,-1.40515344669E+02
1.38500000000E+09,-5.87187843613E+01,-1.50475854117E+02
1.39000000000E+09,-5.87772755701E+01,-1.52918651248E+02
1.39500000000E+09,-5.77638127003E+01,-1.53515224681E+02
1.40000000000E+09,-5.62172355337E+01,-1.61350730031E+02
1.40500000000E+09,-5.55406531373E+01,-1.69230031741E+02
1.41000000000E+09,-5.40869077824E+01,-1.79958427205E+02
1.41500000000E+09,-5.41117843131E+01,+1.69457041367E+02
1.42000000000E+09,-5.39005707237E+01,+1.63483926795E+02
1.42500000000E+09,-5.28915122039E+01,+1.60442459274E+02
1.43000000000E+09,-5.14315425551E+01,+1.52254722266E+02
1.43500000000E+09,-5.01384431467E+01,+1.41790218273E+02
1.44000000000E+09,-4.92878615445E+01,+1.28511293623E+02
1.44500000000E+09,-4.89214795868E+01,+1.18589075089E+02
1.45000000000E+09,-4.85805638296E+01,+1.11041337264E+02
1.45500000000E+09,-4.74994076733E+01,+1.04565328349E+02
1.46000000000E+09,-4.61448910811E+01,+9.51326730701E+01
1.46500000000E+09,-4.44923513397E+01,+8.34611729501E+01
1.47000000000E+09,-4.36332416183E+01,+6.61100642832E+01
1.47500000000E+09,-4.34664645996E+01,+5.01644597185E+01
1.48000000000E+09,-4.36017473122E+01,+4.02447727254E+01
1.48500000000E+09,-4.32268965084E+01,+3.50255081732E+01
1.49000000000E+09,-4.16298823145E+01,+2.61176507897E+01
1.49500000000E+09,-4.03429194795E+01,+1.04021347743E+01
1.50000000000E+09,-3.96425090375E+01,-5.24751813819E+00
1.50500000000E+09,-3.89363627553E+01,-2.08175315842E+01
