! CMT, C1220, 16058040, 17.2.0/1
! Date: 02/08/2018 12:26:57
! Stimulus(Hz),    S21(Real),         S21(Imag)
1.00000000000E+09,-2.02995031594E-07,+1.43064524548E-07
1.00500000000E+09,+1.09001456739E-05,+4.82723792765E-05
1.01000000000E+09,-2.94246491430E-05,+1.50881767059E-06
1.01500000000E+09,-4.85345799996E-06,-6.53421509874E-06
1.02000000000E+09,+3.67651599963E-06,+8.45934020028E-06
1.02500000000E+09,-1.04532709530E-05,-8.37408715598E-05
1.03000000000E+09,+2.53097272179E-05,-6.53158781293E-05
1.03500000000E+09,+7.27892246000E-06,-2.70994985519E-05
1.04000000000E+09,-6.33564385855E-06,-4.84628955917E-05
1.04500000000E+09,-1.46968077481E-05,-4.04672693461E-05
1.05000000000E+09,+1.72593174208E-05,-5.20775894552E-06
1.05500000000E+09,-3.53732351797E-05,-3.80211169554E-06
1.06000000000E+09,-1.00461537366E-05,-6.25018530722E-06
1.06500000000E+09,-9.42865080193E-06,-1.81651024404E-05
1.07000000000E+09,+3.33808740737E-05,-1.53732059270E-05
1.07500000000E+09,-3.96320733608E-05,-9.04244754618E-06
1.08000000000E+09,-2.01027136990E-05,+2.79525618966E-05
1.08500000000E+09,-2.27511149376E-05,-1.86563970153E-05
1.09000000000E+09,-5.00702611448E-05,+5.64388905072E-07
1.09500000000E+09,-2.58994175166E-05,+5.02511866626E-05
1.10000000000E+09,-2.31039589223E-05,+1.86945585649E-05
1.10500000000E+09,-5.08813526555E-05,+5.62811815135E-05
1.11000000000E+09,-4.19669229031E-05,+6.30801285868E-05
1.11500000000E+09,-2.88634551335E-05,+4.14776921904E-05
1.12000000000E+09,-1.53811186926E-05,+6.61600981861E-05
1.12500000000E+09,-2.36296297316E-05,+5.04852580178E-05
1.13000000000E+09,-2.90397622092E-05,+6.14887170880E-06
1.13500000000E+09,-2.30096172896E-06,+6.20136257297E-05
1.14000000000E+09,-3.18105965084E-05,+1.74659368196E-05
1.14500000000E+09,-4.82385784572E-05,+5.41975441533E-05
1.15000000000E+09,-3.49416441354E-06,+3.85440798223E-05
1.15500000000E+09,+3.85378284178E-05,+2.11143852383E-05
1.16000000000E+09,+4.74998063857E-05,+3.19334902204E-05
1.16500000000E+09,+2.19751467735E-05,+4.25200036830E-05
1.17000000000E+09,+5.07757021277E-05,+3.01920144274E-05
1.17500000000E+09,+3.50987636922E-05,+4.41879520733E-05
1.18000000000E+09,-3.09351522328E-05,+4.65804467529E-05
1.18500000000E+09,+1.37763357307E-05,+4.37936211176E-05
1.19000000000E+09,+8.38777826666E-05,+8.83479990143E-05
1.19500000000E+09,+7.22062847600E-05,+5.12619683940E-05
1.20000000000E+09,+1.24540461272E-04,+2.40799110312E-05
1.20500000000E+09,+1.56845896310E-04,-1.08600493012E-05
1.21000000000E+09,+1.11637573658E-04,-5.52306839130E-05
1.21500000000E+09,+5.92357326733E-05,-5.62365279226E-05
1.22000000000E+09,+6.97215035283E-05,-6.30038814352E-05
1.22500000000E+09,+6.36928361321E-05,-1.44762735599E-05
1.23000000000E+09,+4.05978017624E-05,-8.18569317309E-05
1.23500000000E+09,+4.73568300858E-05,-3.52859807766E-06
1.24000000000E+09,+2.31871940722E-05,-6.49107863611E-05
1.24500000000E+09,+3.33499880421E-05,-5.45448370132E-05
1.25000000000E+09,+8.33758933600E-06,-4.69781026800E-05
1.25500000000E+09,+1.14725196085E-05,-6.02172614510E-05
1.26000000000E+09,-4.52456617183E-06,-3.92868529650E-05
1.26500000000E+09,+7.92079298127E-06,-5.36522563433E-05
1.27000000000E+09,-5.42520463201E-06,-8.65860806728E-05
1.27500000000E+09,-5.74488411593E-06,-9.69693624869E-05
1.28000000000E+09,-5.70927973429E-07,-1.06544063097E-04
1.28500000000E+09,-4.50949320014E-05,-1.07552137594E-04
1.29000000000E+09,-5.35229459531E-05,-3.91431368937E-05
1.29500000000E+09,-7.36902006946E-05,-8.59931397092E-05
1.30000000000E+09,-3.10191764800E-05,-1.12171119627E-04
1.30500000000E+09,-6.36607578403E-05,-7.09960726661E-05
1.31000000000E+09,-9.06952463226E-05,-7.92944614803E-05
1.31500000000E+09,-6.20225529831E-05,-9.83047047456E-05
1.32000000000E+09,-1.12194727133E-04,-2.89565633554E-05
1.32500000000E+09,-1.01277568489E-04,+3.75910251948E-06
1.33000000000E+09,-3.53483374537E-05,-4.96511175625E-05
1.33500000000E+09,-1.09037003576E-04,-4.03087734278E-05
1.34000000000E+09,-8.75812459492E-05,-8.49778584578E-05
1.34500000000E+09,-1.09483894269E-04,-2.51528937005E-05
1.35000000000E+09,-1.54184877103E-04,-4.94688596237E-05
1.35500000000E+09,-1.63147322418E-04,-2.07545436804E-05
1.36000000000E+09,-1.67909971127E-04,-2.88109043941E-05
1.36500000000E+09,-1.80373762616E-04,-3.24067501833E-05
1.37000000000E+09,-2.50285237076E-04,-2.96664552140E-05
1.37500000000E+09,-2.64274839884E-04,+8.14260682589E-05
1.38000000000E+09,-3.35931779871E-04,+1.34885443849E-04
1.38500000000E+09,-2.15305221520E-04,+2.32691011364E-04
1.39000000000E+09,-2.17208460247E-04,+2.15681041760E-04
1.39500000000E+09,-2.58437506889E-04,+2.46957326215E-04
1.40000000000E+09,-2.12700866754E-04,+2.75849906784E-04
1.40500000000E+09,-2.59924091557E-04,+3.96439835253E-04
1.41000000000E+09,-2.44255410092E-04,+4.55963553382E-04
1.41500000000E+09,-1.05573699268E-04,+5.52301464352E-04
1.42000000000E+09,-6.43929111958E-05,+6.06102623575E-04
1.42500000000E+09,+5.74183149129E-05,+6.69211469008E-04
1.43000000000E+09,+1.69365271881E-04,+7.29743711580E-04
1.43500000000E+09,+3.99601478387E-04,+7.91720571899E-04
1.44000000000E+09,+6.87022257748E-04,+7.05644230205E-04
1.44500000000E+09,+7.41891352526E-04,+5.61419006519E-04
1.45000000000E+09,+7.53100802127E-04,+5.92466694681E-04
1.45500000000E+09,+9.46637269091E-04,+6.02214099945E-04
1.46000000000E+09,+1.24619904748E-03,+5.56459589197E-04
1.46500000000E+09,+1.71262295901E-03,+4.85620431541E-04
1.47000000000E+09,+2.17503566311E-03,-2.73656054023E-04
1.47500000000E+09,+2.12729776102E-03,-1.05352922146E-03
1.48000000000E+09,+1.55447809730E-03,-1.69176469727E-03
1.48500000000E+09,+9.93882947856E-04,-1.69205500416E-03
1.49000000000E+09,+1.35014191051E-03,-1.79491973313E-03
1.49500000000E+09,+1.10559623140E-03,-2.88477905541E-03
1.50000000000E+09,-9.63363226851E-05,-3.38315168197E-03
1.50500000000E+09,-1.02797287841E-03,-3.48306517497E-03
1.51000000000E+09,-2.67240948546E-03,-2.99839940718E-03
1.51500000000E+09,-3.20415843281E-03,-1.63784257987E-03
1.52000000000E+09,-3.16319353061E-03,-1.03759231665E-03
1.52500000000E+09,-3.92295867523E-03,+1.00841748014E-04
1.53000000000E+09,-3.14410618047E-03,+1.59452737100E-03
1.53500000000E+09,-1.93119199039E-03,+1.79876986914E-03
1.54000000000E+09,-1.82429303160E-03,+1.46557615230E-03
1.54500000000E+09,-1.81586975490E-03,+2.51570142859E-03
1.55000000000E+09,-7.13496711553E-04,+2.72764371040E-03
1.55500000000E+09,+2.07837952402E-04,+2.51595656457E-03
1.56000000000E+09,+7.61306140781E-04,+2.33082905847E-03
1.56500000000E+09,+1.30959169472E-03,+1.53446692634E-03
1.57000000000E+09,+1.19142023377E-03,+7.62459017487E-04
1.57500000000E+09,+8.54716638827E-04,+7.18232308112E-04
1.58000000000E+09,+8.70385826845E-04,+5.99790875279E-04
