! CMT, C1220, 16058040, 17.2.0/1
! Date: 02/08/2018 12:49:13
! Stimulus(Hz),    S21(Real),         S21(Imag)
1.00000000000E+09,-1.76879737475E-05,-1.15740425207E-05
1.00500000000E+09,+1.29571847616E-05,+3.16484244438E-05
1.01000000000E+09,+1.93825962343E-05,-1.54346431440E-05
1.01500000000E+09,-2.53519880773E-05,-5.85624120813E-06
1.02000000000E+09,+1.95940476565E-06,-2.57960001969E-05
1.02500000000E+09,+8.95679238675E-06,-2.49891128307E-06
1.03000000000E+09,-1.51272329355E-05,+3.12933446115E-05
1.03500000000E+09,+2.14790254191E-05,-4.15908710650E-05
1.04000000000E+09,+6.93164258108E-07,-3.06404677830E-05
1.04500000000E+09,-3.09282982449E-05,-3.53966006744E-06
1.05000000000E+09,-2.31571894307E-05,-1.94020508287E-05
1.05500000000E+09,+9.73006699772E-06,-6.12598817253E-06
1.06000000000E+09,-1.20260396647E-05,-4.74844833016E-06
1.06500000000E+09,-7.66108741438E-06,+3.95148020890E-05
1.07000000000E+09,-1.34493540630E-05,-2.18748294919E-05
1.07500000000E+09,-1.86389877343E-05,+2.73189918364E-05
1.08000000000E+09,-2.39946615554E-05,-1.38371095999E-06
1.08500000000E+09,+1.43229691441E-05,+5.37365140511E-05
1.09000000000E+09,-3.72437744619E-05,+3.13606939529E-06
1.09500000000E+09,-4.46077059704E-05,-6.58079121226E-06
1.10000000000E+09,-7.13780108415E-05,-2.04899303622E-06
1.10500000000E+09,-9.04791207365E-06,+2.75810121721E-05
1.11000000000E+09,-4.23874414603E-05,+2.07456790791E-06
1.11500000000E+09,+1.87036690113E-05,+6.39918974036E-06
1.12000000000E+09,-4.00687630100E-05,+3.00495599714E-05
1.12500000000E+09,+3.26576630768E-07,-3.62485655725E-06
1.13000000000E+09,-2.54216198867E-05,+3.82096510643E-05
1.13500000000E+09,-7.76438358700E-06,+5.18096069161E-05
1.14000000000E+09,-1.07428744719E-05,-7.55744874050E-06
1.14500000000E+09,-2.86171533555E-06,+8.49200646670E-05
1.15000000000E+09,-3.12612137132E-05,+1.43881554329E-05
1.15500000000E+09,-4.29013108494E-05,+3.52761962429E-05
1.16000000000E+09,-3.30970421934E-05,+2.41206046844E-06
1.16500000000E+09,+1.64274655184E-06,+3.01227847204E-05
1.17000000000E+09,-6.28545488624E-06,+1.92715800206E-05
1.17500000000E+09,+1.83701819883E-05,+5.44902877563E-05
1.18000000000E+09,+2.14528017726E-05,+3.57258428854E-05
1.18500000000E+09,+4.35732820731E-05,+5.41267809867E-05
1.19000000000E+09,+2.48548512570E-05,+8.11551937431E-05
1.19500000000E+09,+7.46411838210E-05,+9.06076482663E-05
1.20000000000E+09,+1.30745755068E-04,+3.98425736502E-05
1.20500000000E+09,+1.41871099242E-04,+1.24755715103E-05
1.21000000000E+09,+7.84477430293E-05,-7.29246317311E-05
1.21500000000E+09,+4.90302838400E-05,-8.02064415141E-05
1.22000000000E+09,+3.12344888530E-05,-3.78187944665E-05
1.22500000000E+09,+6.09624955428E-05,-6.00263741070E-05
1.23000000000E+09,+6.78166004372E-05,-5.47444411671E-05
