! CMT, C1220, 16058040, 17.2.0/1
! Date: 02/08/2018 12:52:52
! Stimulus(Hz),    S21(Real),         S21(Imag)
1.00000000000E+09,-1.62121523455E-05,+1.25427838455E-05
1.00500000000E+09,-2.00429676059E-05,+1.11047564751E-05
1.01000000000E+09,-5.03251809409E-05,-2.43746224527E-06
1.01500000000E+09,-1.03959045463E-05,+9.03290127460E-06
1.02000000000E+09,+2.09038099120E-05,-5.05487882546E-05
1.02500000000E+09,+1.52806353520E-05,-3.55342312454E-05
1.03000000000E+09,-6.96127075169E-07,-1.59145590225E-05
1.03500000000E+09,-5.37974451036E-05,+3.28971200010E-05
1.04000000000E+09,+2.17353758963E-06,+4.08673636795E-05
1.04500000000E+09,-1.18217509050E-05,-8.52688593047E-06
1.05000000000E+09,+8.96154226325E-06,-4.38603832293E-05
1.05500000000E+09,-5.18648970345E-05,-2.31526683315E-05
1.06000000000E+09,+8.57089856109E-06,+3.60533695925E-05
1.06500000000E+09,-3.33952789804E-05,-6.32957453871E-06
1.07000000000E+09,-1.33073987532E-05,+2.40595513783E-05
1.07500000000E+09,+2.70655519511E-05,+1.33613947075E-05
1.08000000000E+09,+1.31646526656E-05,+1.19026263560E-05
1.08500000000E+09,+1.53400889665E-05,+5.17016254751E-07
1.09000000000E+09,-2.90643653311E-05,+1.33430794812E-05
1.09500000000E+09,-1.43715723771E-05,+6.45167132870E-05
1.10000000000E+09,-2.35450604385E-05,+1.35040788999E-05
1.10500000000E+09,-3.29656815326E-05,+4.19369760504E-05
1.11000000000E+09,-1.54143342255E-06,+2.54751847046E-05
1.11500000000E+09,-5.38455011375E-06,+3.56435177260E-05
1.12000000000E+09,+2.37216182344E-05,+1.93387974684E-05
1.12500000000E+09,-2.29661834730E-05,+1.57738908453E-06
1.13000000000E+09,-6.72435101653E-06,-5.29036594621E-06
1.13500000000E+09,-4.55034087159E-05,+3.09045588275E-06
1.14000000000E+09,+1.64793947073E-05,+3.66522520005E-05
1.14500000000E+09,+1.92048138558E-05,+1.69934255865E-05
1.15000000000E+09,-2.47904859185E-05,+2.98027713104E-05
1.15500000000E+09,-3.31787310149E-06,+3.51005666147E-05
1.16000000000E+09,+2.97243567141E-05,+3.64928727318E-05
1.16500000000E+09,-4.00499677405E-05,+6.42571852197E-05
1.17000000000E+09,+2.70327998231E-05,+3.45588986999E-05
1.17500000000E+09,-1.24486364332E-05,+4.77977523599E-05
1.18000000000E+09,+2.42355591712E-05,+3.10654277701E-05
1.18500000000E+09,-2.40658952868E-05,+5.47478695056E-05
1.19000000000E+09,+8.76169034735E-05,+3.91986819150E-05
1.19500000000E+09,+4.29540252266E-05,+3.38198116692E-05
1.20000000000E+09,+1.15351472039E-04,+8.75195536039E-05
1.20500000000E+09,+1.54473231891E-04,-4.84457856878E-05
1.21000000000E+09,+1.11967491923E-04,-5.52371009070E-05
1.21500000000E+09,+2.54265302696E-05,-6.90081248819E-05
1.22000000000E+09,+6.46232228519E-05,-5.02859530117E-05
1.22500000000E+09,+6.79152676467E-05,-6.04817928852E-05
1.23000000000E+09,+2.13768599238E-05,-3.25940736301E-05
1.23500000000E+09,+5.00470983344E-05,-6.96276898448E-05
1.24000000000E+09,+3.20303096937E-05,-1.96947992673E-05
1.24500000000E+09,+1.99154206209E-05,-8.53876232677E-05
1.25000000000E+09,+5.20095179358E-05,-7.26043668841E-05
1.25500000000E+09,+9.62754607342E-06,-5.02651747195E-05
1.26000000000E+09,+1.34058455341E-06,-8.51413934778E-05
1.26500000000E+09,+5.73803165142E-06,-1.23001965427E-04
1.27000000000E+09,-1.25798146209E-05,-1.07550246572E-04
1.27500000000E+09,-4.68649319376E-05,-9.22686683230E-05
1.28000000000E+09,-5.86066758256E-05,-1.12697047036E-04
1.28500000000E+09,-3.83668870243E-05,-1.15948636273E-04
1.29000000000E+09,-8.30357213625E-05,-9.31252687791E-05
1.29500000000E+09,-8.35108878575E-05,-3.61269588837E-05
1.30000000000E+09,-7.39708487593E-05,-7.62747959950E-05
1.30500000000E+09,-1.11294155238E-04,-9.65639984677E-05
1.31000000000E+09,-8.33717837413E-05,-2.35311179928E-05
1.31500000000E+09,-1.27412314333E-04,-6.11990522307E-05
1.32000000000E+09,-1.18629649117E-04,-4.60713593884E-05
1.32500000000E+09,-1.28984617265E-04,-4.11527595373E-05
1.33000000000E+09,-1.06968020257E-04,+2.11969692758E-06
1.33500000000E+09,-1.54310812941E-04,-8.31732850733E-05
1.34000000000E+09,-1.81054395503E-04,-1.27500728273E-06
1.34500000000E+09,-1.91783654312E-04,-4.31937272333E-06
1.35000000000E+09,-2.37024498621E-04,+1.35027952808E-06
1.35500000000E+09,-2.21845210908E-04,+1.13990130487E-04
1.36000000000E+09,-2.33980129799E-04,+1.04259321182E-04
1.36500000000E+09,-2.00636741016E-04,+1.42844352637E-04
1.37000000000E+09,-1.95387037241E-04,+1.50063471522E-04
1.37500000000E+09,-2.48559372727E-04,+2.33011518744E-04
1.38000000000E+09,-2.03953424245E-04,+3.49171190972E-04
1.38500000000E+09,-1.32415108444E-04,+3.63460584603E-04
1.39000000000E+09,-2.97061528911E-05,+3.09514451301E-04
1.39500000000E+09,-6.12714164099E-05,+3.69646276203E-04
1.40000000000E+09,-3.91286720581E-05,+3.67098121909E-04
1.40500000000E+09,-3.21658941618E-06,+4.09095964483E-04
1.41000000000E+09,+2.98620833252E-05,+5.48321562487E-04
1.41500000000E+09,+2.12748355435E-04,+5.44478253274E-04
1.42000000000E+09,+2.83691405152E-04,+5.52742340385E-04
1.42500000000E+09,+3.83890293369E-04,+4.65606137734E-04
1.43000000000E+09,+4.92485460259E-04,+6.07064312858E-04
1.43500000000E+09,+6.76542840299E-04,+5.71220140117E-04
1.44000000000E+09,+9.72229522652E-04,+4.29191948065E-04
1.44500000000E+09,+1.03602755511E-03,+7.65352318733E-05
1.45000000000E+09,+9.60761749432E-04,-6.39381970805E-05
1.45500000000E+09,+9.69166851764E-04,-9.61004314159E-05
1.46000000000E+09,+1.09532928571E-03,-1.01514158113E-04
1.46500000000E+09,+1.48810271245E-03,-2.06412665378E-04
1.47000000000E+09,+1.68033873322E-03,-1.07563525273E-03
1.47500000000E+09,+1.36558310935E-03,-1.73561195890E-03
1.48000000000E+09,+6.12351229545E-04,-2.15982257593E-03
