! CMT, C1220, 16058040, 17.2.0/1
! Date: 02/08/2018 12:33:38
! Stimulus(Hz),    S21(Real),         S21(Imag)
1.00000000000E+09,+3.52306870886E-05,+8.03185652778E-06
1.00500000000E+09,+1.77140427895E-05,-1.64384903110E-05
1.01000000000E+09,+1.85046950843E-05,-6.34496674769E-06
1.01500000000E+09,-4.07250435893E-06,-1.28097373787E-05
1.02000000000E+09,-2.12860483796E-05,+2.87383700506E-05
1.02500000000E+09,+4.29276871920E-05,-3.41475132690E-05
1.03000000000E+09,-1.49443206204E-05,+1.81082179855E-05
1.03500000000E+09,+4.78503839936E-05,+6.15887577651E-05
1.04000000000E+09,+1.97892144535E-05,-1.59673516445E-05
1.04500000000E+09,-3.37464253655E-05,-3.28840990677E-05
1.05000000000E+09,-2.05697998777E-05,+2.21073148669E-06
1.05500000000E+09,-1.92815877458E-05,+6.59234617480E-07
1.06000000000E+09,-2.29325612490E-05,-3.37474776881E-05
1.06500000000E+09,-1.31725995075E-05,+1.25136779682E-05
1.07000000000E+09,-1.79428240645E-05,-2.47536242770E-06
1.07500000000E+09,-1.82900270281E-05,+2.92825606885E-05
1.08000000000E+09,-2.49382605371E-05,+1.95515256296E-05
1.08500000000E+09,-5.42178245705E-07,-1.99714051853E-05
1.09000000000E+09,+1.41222957214E-05,+4.80943114482E-05
1.09500000000E+09,+1.30276452673E-05,-3.40441577184E-06
1.10000000000E+09,+1.08902861282E-06,-1.42781111272E-05
1.10500000000E+09,+1.27426592221E-05,+1.90026612748E-05
1.11000000000E+09,-1.48934981962E-05,-1.04131594883E-05
1.11500000000E+09,+7.57173673597E-06,+2.43108440655E-05
1.12000000000E+09,-1.91097789337E-06,+6.52553719709E-05
1.12500000000E+09,-1.77294656374E-05,+1.68653318701E-06
1.13000000000E+09,-2.27435083610E-05,+1.47933563721E-05
1.13500000000E+09,-3.37506945304E-05,+4.77730200473E-05
1.14000000000E+09,+2.18618097793E-05,+4.52208086126E-05
1.14500000000E+09,+3.80300893009E-05,+1.22342189370E-05
1.15000000000E+09,+1.88602662558E-05,+1.73944027287E-05
1.15500000000E+09,+1.24711823565E-05,+3.71064906849E-05
1.16000000000E+09,+4.25975791314E-05,+6.10296972487E-05
1.16500000000E+09,-2.68468972825E-05,+2.22705336261E-05
1.17000000000E+09,+1.36042441212E-05,+2.73848931651E-05
1.17500000000E+09,-7.25153118454E-06,+7.15498585964E-05
1.18000000000E+09,+2.13180609490E-05,+3.98265254534E-05
1.18500000000E+09,+3.88817856288E-05,+2.75527507925E-05
1.19000000000E+09,+3.79354544546E-05,+7.16947624899E-05
1.19500000000E+09,+1.01196702905E-04,+4.74980147913E-05
1.20000000000E+09,+1.04253912222E-04,+4.73323253039E-05
1.20500000000E+09,+1.08487753606E-04,+2.46261686926E-05
1.21000000000E+09,+1.06565418455E-04,-3.49055092833E-05
1.21500000000E+09,+7.38515966182E-05,-3.69728624810E-05
1.22000000000E+09,+8.11804347927E-05,-3.50785414311E-05
1.22500000000E+09,+3.47662941837E-05,-2.07035224474E-05
1.23000000000E+09,+3.35020676632E-05,-4.83846200386E-05
1.23500000000E+09,+3.52509921963E-05,-5.83609049014E-05
1.24000000000E+09,+6.63550277455E-05,-6.16607370386E-05
1.24500000000E+09,+3.34883312117E-05,-8.54790867663E-05
1.25000000000E+09,+2.89724453210E-05,-7.71858427347E-05
1.25500000000E+09,-4.05545254800E-05,-8.77096599675E-05
1.26000000000E+09,+2.33788722855E-05,-4.90917421274E-05
1.26500000000E+09,+3.78087158080E-05,-8.83758985297E-05
1.27000000000E+09,-1.35069542519E-05,-1.24098665952E-04
1.27500000000E+09,+1.71784029500E-05,-8.68554580036E-05
1.28000000000E+09,-3.79246734085E-06,-8.39036551481E-05
1.28500000000E+09,-4.35434387839E-05,-8.70276165383E-05
1.29000000000E+09,-7.67661614302E-05,-8.29072014846E-05
1.29500000000E+09,-3.35357546131E-05,-4.80176960306E-05
1.30000000000E+09,-6.10851060358E-05,-8.26061664797E-05
1.30500000000E+09,-6.75783515313E-05,-1.00781350478E-04
1.31000000000E+09,-1.15553901821E-04,-4.20987640057E-05
1.31500000000E+09,-6.08405401056E-05,-8.27746412845E-05
1.32000000000E+09,-1.00534666836E-04,-4.28686174435E-05
1.32500000000E+09,-1.16444200360E-04,-2.74054429551E-05
1.33000000000E+09,-9.30337257859E-05,-3.97498549475E-05
1.33500000000E+09,-1.14334113001E-04,-4.09438258062E-05
1.34000000000E+09,-1.24524411566E-04,-3.67732875544E-05
1.34500000000E+09,-1.35111274397E-04,-2.72444356263E-05
1.35000000000E+09,-1.87928217760E-04,-1.25804317062E-05
1.35500000000E+09,-1.71970117860E-04,+2.84403668051E-05
1.36000000000E+09,-1.80237435395E-04,+5.39175557074E-05
1.36500000000E+09,-1.71557446745E-04,+2.61645482453E-05
1.37000000000E+09,-2.83521139461E-04,+6.45434817965E-05
1.37500000000E+09,-2.52286985967E-04,+1.27116508060E-04
1.38000000000E+09,-2.75793877705E-04,+2.54730690466E-04
1.38500000000E+09,-1.69797546223E-04,+2.92599961752E-04
1.39000000000E+09,-1.46817680148E-04,+3.11762422196E-04
1.39500000000E+09,-1.65471931042E-04,+3.22439090702E-04
1.40000000000E+09,-1.13928705877E-04,+3.23774824953E-04
1.40500000000E+09,-1.34520711836E-04,+4.04103208301E-04
1.41000000000E+09,-1.02726230074E-04,+5.36015269094E-04
1.41500000000E+09,+1.03416130353E-04,+6.09682823553E-04
1.42000000000E+09,+2.12901328046E-04,+5.66945858065E-04
1.42500000000E+09,+2.51923791811E-04,+5.66047760447E-04
1.43000000000E+09,+3.78506962369E-04,+6.76508455048E-04
1.43500000000E+09,+5.73529273857E-04,+6.23439415867E-04
1.44000000000E+09,+8.45023921924E-04,+4.51740194970E-04
1.44500000000E+09,+8.79856603608E-04,+2.55156367954E-04
1.45000000000E+09,+8.90648718790E-04,+1.67822311941E-04
1.45500000000E+09,+9.43349530394E-04,+1.50403110458E-04
1.46000000000E+09,+1.23684536536E-03,+1.68520291863E-04
1.46500000000E+09,+1.60906826710E-03,-1.33136787221E-04
1.47000000000E+09,+1.72125268732E-03,-9.98001922471E-04
1.47500000000E+09,+1.39889729707E-03,-1.53989748573E-03
1.48000000000E+09,+7.62232474705E-04,-1.95170476221E-03
1.48500000000E+09,+8.72806255747E-05,-1.66384666227E-03
1.49000000000E+09,+4.77585915732E-04,-1.49941568768E-03
1.49500000000E+09,+1.60359850031E-04,-2.67531634271E-03
1.50000000000E+09,-1.35026568957E-03,-2.71791869619E-03
1.50500000000E+09,-1.99524806008E-03,-2.07105775953E-03
1.51000000000E+09,-2.88673535364E-03,-1.27126832997E-03
1.51500000000E+09,-2.86660957639E-03,-8.19044823632E-05
1.52000000000E+09,-2.50338547990E-03,+2.21384464899E-04
1.52500000000E+09,-2.86315704958E-03,+1.57604199204E-03
1.53000000000E+09,-1.20250121564E-03,+2.38900153511E-03
1.53500000000E+09,-1.72698975028E-04,+1.54208174112E-03
1.54000000000E+09,-5.90835290132E-04,+1.23067456185E-03
1.54500000000E+09,-2.19659068210E-04,+1.88947594020E-03
1.55000000000E+09,+6.75370909030E-04,+1.19943708759E-03
1.55500000000E+09,+3.62546375426E-04,+6.16403218218E-04
1.56000000000E+09,+8.01453782467E-05,+1.05380873570E-03
1.56500000000E+09,+7.59145038876E-04,+9.81001781252E-04
1.57000000000E+09,+7.56971760230E-04,+3.49930196830E-04
1.57500000000E+09,+3.95937566533E-04,+2.42281137843E-04
1.58000000000E+09,+3.97098433396E-04,+3.88987541574E-04
1.58500000000E+09,+4.66696261519E-04,+5.10658232151E-04
1.59000000000E+09,+6.37132986859E-04,+3.82425952608E-04
1.59500000000E+09,+6.86108944782E-04,+1.45123520862E-04
1.60000000000E+09,+6.56312893758E-04,+1.16143639812E-04
1.60500000000E+09,+6.33930602037E-04,+4.06940210102E-05
1.61000000000E+09,+7.00755546033E-04,-6.26213035498E-05
1.61500000000E+09,+6.39365399338E-04,-3.76179845646E-04
1.62000000000E+09,+2.17605644274E-04,-4.42275343428E-04
1.62500000000E+09,+3.76721801161E-05,-1.37440188904E-04
1.63000000000E+09,+2.85146528888E-04,+2.32123759362E-05
1.63500000000E+09,+4.07944784494E-04,-1.89363057363E-04
1.64000000000E+09,+3.09465981944E-04,-2.82412860733E-04
1.64500000000E+09,+2.35073591332E-04,-3.66892882293E-04
1.65000000000E+09,+1.64276756676E-04,-3.60760702473E-04
1.65500000000E+09,+3.75963705234E-05,-2.63201316926E-04
1.66000000000E+09,+1.01915146233E-04,-1.73542465490E-04
1.66500000000E+09,+1.86623175926E-04,-3.02694861472E-04
1.67000000000E+09,+8.86865563008E-05,-3.75379997083E-04
1.67500000000E+09,+3.68179298449E-05,-3.71616317797E-04
1.68000000000E+09,+4.21600365040E-05,-3.75848130095E-04
1.68500000000E+09,-8.31415480684E-05,-3.78541902223E-04
1.69000000000E+09,-1.59763486443E-04,-3.66053417733E-04
1.69500000000E+09,-2.25642955721E-04,-3.41451074927E-04
1.70000000000E+09,-2.53389631086E-04,-2.44685799156E-04
1.70500000000E+09,-2.55216364086E-04,-2.61790320315E-04
1.71000000000E+09,-2.26249257602E-04,-1.80014661499E-04
1.71500000000E+09,-3.01854102812E-04,-1.54322682774E-04
1.72000000000E+09,-2.93290605531E-04,-1.91749086263E-04
1.72500000000E+09,-3.72689637428E-04,-1.03154321821E-04
1.73000000000E+09,-2.91906229380E-04,+2.85145968595E-06
1.73500000000E+09,-3.18090318044E-04,+7.57948098696E-05
1.74000000000E+09,-2.94841926857E-04,+1.41923650133E-04
1.74500000000E+09,-2.36218620474E-04,+1.22484757676E-04
1.75000000000E+09,-1.59793808419E-04,+9.22587619727E-05
1.75500000000E+09,-1.72080039881E-04,+1.28103968405E-04
1.76000000000E+09,-1.10724595005E-04,+1.89172047297E-04
1.76500000000E+09,-9.30465345308E-05,+1.11828292264E-04
1.77000000000E+09,-1.12783920083E-04,+1.23375775127E-04
1.77500000000E+09,-6.18539977989E-05,+1.96402234474E-04
1.78000000000E+09,-3.07006196065E-05,+1.67934632647E-04
1.78500000000E+09,-1.12472117923E-05,+1.36455030161E-04
1.79000000000E+09,-6.48697320644E-05,+1.66597696094E-04
1.79500000000E+09,-2.67097098786E-05,+1.56039262304E-04
1.80000000000E+09,+1.75606598678E-06,+1.16263232866E-04
1.80500000000E+09,-2.09836722227E-05,+1.74739477598E-04
1.81000000000E+09,-3.72927645990E-06,+1.32481351960E-04
1.81500000000E+09,+6.30037951149E-05,+9.48673211569E-05
1.82000000000E+09,-3.02708169729E-05,+1.98678512617E-05
1.82500000000E+09,+2.82143691492E-05,+9.58729007551E-05
1.83000000000E+09,+2.84249180490E-05,+6.43109484885E-05
1.83500000000E+09,+5.06974529347E-05,+1.05848254704E-04
1.84000000000E+09,+3.33816588379E-05,+1.21051440750E-04
1.84500000000E+09,+5.44313111013E-05,+1.81417347716E-04
1.85000000000E+09,+9.63938242190E-05,+1.55589339608E-04
1.85500000000E+09,+2.05788540424E-04,+1.58326119016E-04
1.86000000000E+09,+1.85876798502E-04,+4.94150109384E-05
1.86500000000E+09,+1.07342631987E-04,+3.54316668704E-05
1.87000000000E+09,+7.17635931215E-05,+7.22686455082E-05
1.87500000000E+09,+1.23562634658E-04,+6.57420262190E-05
1.88000000000E+09,+1.73292575342E-04,+1.97438415950E-05
1.88500000000E+09,+2.05352672437E-04,-5.99219411529E-06
1.89000000000E+09,+1.39163035561E-04,-8.38422425877E-05
1.89500000000E+09,+1.15494122341E-04,-5.76795422680E-05
1.90000000000E+09,+1.25920887018E-04,-6.13638817249E-05
1.90500000000E+09,+1.25740159234E-04,-4.24161954793E-05
1.91000000000E+09,+1.59670737689E-04,-1.12582976150E-04
1.91500000000E+09,+6.06309905047E-05,-1.43317362364E-04
1.92000000000E+09,+5.82412270949E-05,-1.45643527392E-04
1.92500000000E+09,+3.46789313853E-05,-1.00835951234E-04
1.93000000000E+09,+3.08557744532E-05,-1.09768608061E-04
1.93500000000E+09,+2.96798227369E-05,-8.98203470717E-05
1.94000000000E+09,+3.13676627578E-05,-1.44028457092E-04
1.94500000000E+09,-6.12090208633E-05,-9.04335204463E-05
1.95000000000E+09,-3.55396814578E-05,-1.01440392379E-04
1.95500000000E+09,-8.64588784344E-06,-8.90805171260E-05
1.96000000000E+09,+2.55145777084E-05,-8.05124360250E-05
1.96500000000E+09,-3.91852997819E-05,-1.33732436157E-04
1.97000000000E+09,-6.91367123710E-05,-1.17600256544E-04
1.97500000000E+09,-8.32467063362E-05,-4.83118087838E-05
1.98000000000E+09,-4.93822321797E-05,-3.90284918552E-05
1.98500000000E+09,-8.28711715194E-05,-6.77179520646E-05
1.99000000000E+09,-6.17259535242E-05,-6.38577197992E-05
1.99500000000E+09,-5.56362898348E-05,-2.84793540391E-05
2.00000000000E+09,-1.30744196631E-04,-1.65055958717E-05
