! CMT, C1220, 16058040, 17.2.0/1
! Date: 02/08/2018 13:35:47
! Stimulus(Hz),    S21(Real),         S21(Imag)
1.00000000000E+09,-2.77799394087E-05,+9.48477499984E-06
1.00500000000E+09,-9.09917583568E-06,-1.49315252805E-05
1.01000000000E+09,-7.20510643283E-07,+4.09683054691E-06
1.01500000000E+09,-4.63911329546E-06,-5.97778519822E-06
1.02000000000E+09,-2.02139655206E-05,-3.97915489975E-05
1.02500000000E+09,+2.72388423498E-05,+2.95953363710E-05
1.03000000000E+09,-2.34545456678E-05,+4.93754703279E-05
1.03500000000E+09,+6.01457992032E-06,+4.81070932642E-06
1.04000000000E+09,-1.89493512003E-05,-6.07198767652E-05
1.04500000000E+09,+3.25953670697E-05,-4.54324622251E-05
1.05000000000E+09,+1.13528459236E-06,+3.68066327842E-05
1.05500000000E+09,-1.19632326814E-07,-4.24545621491E-05
1.06000000000E+09,+1.93310445196E-05,-6.16074753512E-05
1.06500000000E+09,-4.22354875176E-05,+4.08433087984E-06
1.07000000000E+09,-6.34793625080E-06,-2.62164272335E-05
1.07500000000E+09,-2.32007410556E-05,-2.03867364898E-05
1.08000000000E+09,-2.09102502237E-05,+9.69122212385E-06
1.08500000000E+09,-1.29250683819E-06,+3.06642498751E-05
1.09000000000E+09,-3.29510732269E-05,+2.15228602011E-05
1.09500000000E+09,+4.21449863158E-05,+3.91723397130E-05
1.10000000000E+09,-7.48242358869E-07,+4.77679037642E-05
1.10500000000E+09,-5.11386042661E-05,-1.30640391335E-06
1.11000000000E+09,-1.64312759603E-05,+6.83822398611E-05
1.11500000000E+09,-1.10257389889E-05,+1.17090743844E-05
1.12000000000E+09,+1.32561585851E-05,+1.95818328501E-05
1.12500000000E+09,+5.42651563911E-06,+1.07167257030E-05
1.13000000000E+09,+1.80084628893E-05,-1.98418893693E-06
1.13500000000E+09,-3.71943409824E-05,+3.56656100849E-05
1.14000000000E+09,+1.13815530900E-05,+7.71307984442E-05
1.14500000000E+09,+2.78961631475E-05,+1.33641785410E-05
1.15000000000E+09,+4.03474205285E-05,+6.26229198004E-05
1.15500000000E+09,-1.14044417699E-06,+4.63675258702E-05
1.16000000000E+09,+1.87152105120E-05,+1.77597757813E-05
1.16500000000E+09,+3.93279204792E-05,+2.66118213700E-05
1.17000000000E+09,+5.17255395569E-05,+5.29171607822E-05
1.17500000000E+09,+6.03777622641E-05,-2.94335083145E-06
1.18000000000E+09,+7.42117185660E-05,+2.16515768789E-05
1.18500000000E+09,+2.29944434124E-05,+2.79954357755E-05
1.19000000000E+09,+9.81828817819E-05,+5.29848424500E-07
1.19500000000E+09,+2.75903734789E-05,-2.78712383053E-05
1.20000000000E+09,+4.85446337742E-05,-3.13385301551E-06
1.20500000000E+09,+1.29021147679E-04,-1.65161202185E-05
1.21000000000E+09,+1.94478273623E-05,-4.16602654526E-05
1.21500000000E+09,+5.28618773595E-05,-6.44802223607E-05
1.22000000000E+09,+4.01643727358E-05,-3.31979050976E-05
1.22500000000E+09,-1.39643643317E-05,-5.04316778503E-05
1.23000000000E+09,+1.52707160696E-05,-1.59021402800E-05
1.23500000000E+09,+5.45442659292E-05,-5.26390405947E-05
1.24000000000E+09,+4.69019696260E-05,-5.46997387020E-05
1.24500000000E+09,+1.25231290327E-05,-2.24130985236E-05
1.25000000000E+09,+3.20986308276E-05,-4.68454160881E-05
1.25500000000E+09,+2.20765932182E-05,-5.39735445666E-05
1.26000000000E+09,+9.60354861309E-06,-5.33996769270E-05
1.26500000000E+09,+4.93009897105E-05,-8.40609619941E-05
1.27000000000E+09,+1.76720296723E-05,-1.14903598018E-04
1.27500000000E+09,-1.51406509227E-05,-1.04232606678E-04
1.28000000000E+09,-5.02506892326E-05,-6.14504195964E-05
1.28500000000E+09,-6.17296570080E-05,-1.10438114304E-04
1.29000000000E+09,-6.93168364488E-05,-6.45029772750E-05
1.29500000000E+09,-9.48241880322E-05,-8.62695691951E-05
1.30000000000E+09,-1.72468772144E-05,-5.43580085561E-05
1.30500000000E+09,-8.06247996802E-05,-1.23878364750E-04
1.31000000000E+09,-1.22133691148E-04,-5.93808350716E-05
1.31500000000E+09,-1.06741530631E-04,-8.50573669289E-05
1.32000000000E+09,-1.34059042152E-04,-4.70106120051E-05
1.32500000000E+09,-1.41228557710E-04,+6.63435853637E-06
1.33000000000E+09,-1.14229692743E-04,-5.34089158814E-05
1.33500000000E+09,-1.29423808453E-04,-4.87024307686E-05
1.34000000000E+09,-1.36447225815E-04,-2.60275978419E-05
1.34500000000E+09,-1.28346418678E-04,-6.93031535974E-05
1.35000000000E+09,-2.12410472889E-04,-7.03438617649E-06
1.35500000000E+09,-1.74531426011E-04,+3.91277098489E-05
1.36000000000E+09,-1.81457472730E-04,+9.43896923977E-05
1.36500000000E+09,-1.29689716832E-04,+1.05456897374E-04
1.37000000000E+09,-1.42373263344E-04,+5.87948618305E-05
1.37500000000E+09,-2.35010141611E-04,+9.70581423828E-05
1.38000000000E+09,-2.97990219966E-04,+1.81206492035E-04
1.38500000000E+09,-1.99577542379E-04,+2.47382186703E-04
1.39000000000E+09,-1.54096752312E-04,+2.70747325524E-04
1.39500000000E+09,-1.26555861872E-04,+3.19598893792E-04
1.40000000000E+09,-1.40970774500E-04,+3.48673315991E-04
1.40500000000E+09,-1.10951708531E-04,+3.85346048224E-04
1.41000000000E+09,-1.00569798405E-04,+4.62035674249E-04
1.41500000000E+09,+4.48296204951E-06,+5.20616513403E-04
1.42000000000E+09,+1.11215995393E-04,+5.48913504841E-04
1.42500000000E+09,+1.44005008388E-04,+5.23707275804E-04
1.43000000000E+09,+1.78998885475E-04,+7.50002741084E-04
1.43500000000E+09,+4.37554870660E-04,+8.38782991775E-04
1.44000000000E+09,+8.19413044868E-04,+6.25187190727E-04
1.44500000000E+09,+8.80954997183E-04,+3.45311383417E-04
1.45000000000E+09,+7.85508062003E-04,+2.97807641933E-04
1.45500000000E+09,+8.30068304748E-04,+3.42790389398E-04
1.46000000000E+09,+1.12562558380E-03,+5.08925213733E-04
1.46500000000E+09,+1.78305398683E-03,+3.29183622333E-04
1.47000000000E+09,+2.21041039406E-03,-4.93973443913E-04
1.47500000000E+09,+2.01612239638E-03,-1.51551277541E-03
1.48000000000E+09,+1.18946614096E-03,-1.98333203966E-03
1.48500000000E+09,+5.76985707885E-04,-1.89930650277E-03
1.49000000000E+09,+9.57489832999E-04,-1.90234569604E-03
