! CMT, C1220, 16058040, 17.2.0/1
! Date: 02/08/2018 13:06:46
! Stimulus(Hz),    S21(Real),         S21(Imag)
1.00000000000E+09,-3.97286323379E-05,-2.40078599734E-05
1.00500000000E+09,-2.41902267874E-05,-1.29299425236E-05
1.01000000000E+09,-1.67877366487E-05,-3.98482834726E-06
1.01500000000E+09,+1.49857542121E-05,+1.42025382422E-05
1.02000000000E+09,-6.30849357367E-05,+2.97613198283E-05
1.02500000000E+09,-2.96818168631E-05,-2.54000576300E-05
1.03000000000E+09,+3.81084023307E-08,+2.92863787856E-05
1.03500000000E+09,+2.14110062985E-05,+4.12741119706E-06
1.04000000000E+09,-2.21194609967E-05,-8.69317651543E-06
1.04500000000E+09,-2.65300696721E-05,-1.82290836067E-05
1.05000000000E+09,+4.79309437658E-06,-1.08354802072E-05
1.05500000000E+09,-5.57365596698E-05,+8.85512597421E-06
1.06000000000E+09,-2.93485879090E-05,-3.80364843273E-06
1.06500000000E+09,-4.65764836155E-05,-9.99755855507E-06
1.07000000000E+09,-6.04850524196E-05,+2.55875061848E-05
1.07500000000E+09,+9.79961759381E-06,-7.19863008336E-06
1.08000000000E+09,-4.00213331856E-05,-1.02847124826E-05
1.08500000000E+09,-4.83841994386E-05,+1.42091104757E-05
1.09000000000E+09,+2.54260781117E-05,-3.90728041768E-05
1.09500000000E+09,-8.00245899085E-06,+7.93250065269E-06
1.10000000000E+09,-5.01867190793E-05,+6.92720454159E-06
1.10500000000E+09,+4.39602266355E-05,+5.01552632879E-05
1.11000000000E+09,-3.38344062992E-05,+9.27589333038E-06
1.11500000000E+09,+1.20293023908E-05,+2.52997531316E-05
1.12000000000E+09,-3.40452348211E-05,+4.52887652675E-05
1.12500000000E+09,+1.10229808767E-05,+5.06856224678E-06
1.13000000000E+09,+2.55915310304E-05,+5.16956542267E-05
1.13500000000E+09,+1.72444548459E-05,+5.94931054021E-05
1.14000000000E+09,+3.47785516339E-05,+2.72793219138E-05
1.14500000000E+09,-4.42520620402E-05,+5.87009343321E-05
1.15000000000E+09,-9.82621203434E-08,+7.30591244575E-05
1.15500000000E+09,-1.82752346628E-05,+3.14622711501E-06
1.16000000000E+09,-5.79711499703E-06,+2.06524954438E-05
1.16500000000E+09,+1.12220496722E-05,+2.22385220678E-05
1.17000000000E+09,+2.50430119907E-05,+1.78033596595E-05
1.17500000000E+09,+3.27973748860E-05,+2.32799075930E-05
1.18000000000E+09,+1.27988164625E-05,+2.19105421566E-05
1.18500000000E+09,+5.63974114882E-05,+5.75365153291E-05
1.19000000000E+09,+1.70803740722E-05,+7.47620097110E-06
1.19500000000E+09,+2.72159274017E-05,+2.74610361662E-05
1.20000000000E+09,+7.34855571276E-05,+2.44657407586E-05
1.20500000000E+09,+1.17270804204E-04,-2.48266269967E-05
1.21000000000E+09,+5.87719241671E-05,+1.13681158518E-05
1.21500000000E+09,+5.10216406041E-05,-4.10700676939E-05
1.22000000000E+09,+7.82555455265E-05,-5.93951323657E-05
1.22500000000E+09,+5.22140069444E-05,-6.02418981258E-05
1.23000000000E+09,+2.60845186339E-05,-3.27889622040E-05
1.23500000000E+09,+1.31330039659E-05,-8.63705615726E-05
1.24000000000E+09,+5.02676437213E-05,-7.25684747257E-05
1.24500000000E+09,+8.22705851779E-05,-5.22044514380E-05
1.25000000000E+09,+2.99660342718E-05,-4.56295723113E-05
1.25500000000E+09,+3.01661368515E-05,-1.83592273156E-05
1.26000000000E+09,+7.51446660043E-07,-5.70549501767E-05
1.26500000000E+09,+4.69984947452E-05,-4.91795607303E-05
1.27000000000E+09,+1.41750398939E-05,-6.37864980807E-05
1.27500000000E+09,+1.17148196626E-05,-8.76733993473E-05
1.28000000000E+09,-8.47226612967E-06,-1.10167176275E-04
1.28500000000E+09,-1.47683448063E-05,-6.43868799715E-05
1.29000000000E+09,-5.74766174392E-06,-3.56670043235E-05
1.29500000000E+09,-1.02970054513E-05,-5.81871534562E-05
1.30000000000E+09,-3.58538888917E-05,-7.27068625635E-05
1.30500000000E+09,-7.27884100531E-05,-5.32537705724E-05
1.31000000000E+09,-6.71155029728E-05,-6.67783874807E-05
1.31500000000E+09,-4.30248073128E-05,-5.45632425355E-05
1.32000000000E+09,-6.26741924300E-05,-2.83116336456E-05
1.32500000000E+09,-7.89100029599E-05,-1.86205315386E-05
1.33000000000E+09,-5.48224348167E-05,-1.66076143935E-05
1.33500000000E+09,-5.04219482207E-05,-7.82248905700E-05
1.34000000000E+09,-6.01085341611E-05,-8.58211285352E-05
1.34500000000E+09,-9.91070355698E-05,-6.60842345878E-05
1.35000000000E+09,-1.76221103742E-04,-1.19076365630E-05
1.35500000000E+09,-1.41815858329E-04,-1.46398485631E-05
1.36000000000E+09,-1.75619533456E-04,-5.00066826106E-05
1.36500000000E+09,-1.54997809670E-04,+1.23490805710E-05
1.37000000000E+09,-1.55052246841E-04,-2.67410178799E-05
1.37500000000E+09,-2.86569298896E-04,-1.27335023489E-05
1.38000000000E+09,-3.26670607991E-04,+7.07979344432E-05
1.38500000000E+09,-2.67044236543E-04,+1.75111833608E-04
1.39000000000E+09,-2.11966105471E-04,+2.11125466903E-04
1.39500000000E+09,-2.21283392325E-04,+2.36382095632E-04
1.40000000000E+09,-1.98409158540E-04,+2.58256320102E-04
1.40500000000E+09,-2.42333841284E-04,+3.07335644077E-04
1.41000000000E+09,-2.64665598525E-04,+3.89181117709E-04
1.41500000000E+09,-1.78833987601E-04,+5.29870815357E-04
1.42000000000E+09,-5.29546637646E-05,+5.56146625848E-04
1.42500000000E+09,+1.22686118209E-05,+6.23306564701E-04
1.43000000000E+09,+4.27265685230E-05,+7.25246931168E-04
1.43500000000E+09,+3.33382434129E-04,+9.29014424560E-04
1.44000000000E+09,+6.46061161805E-04,+7.76352535585E-04
1.44500000000E+09,+7.88622915538E-04,+5.03430848044E-04
1.45000000000E+09,+7.10706797024E-04,+3.93781002963E-04
1.45500000000E+09,+7.55956318495E-04,+4.81210689664E-04
1.46000000000E+09,+1.01814433069E-03,+5.87163024406E-04
1.46500000000E+09,+1.55141705805E-03,+5.63661950386E-04
1.47000000000E+09,+2.16849065169E-03,-7.41249486163E-05
1.47500000000E+09,+2.19390494039E-03,-1.21262447652E-03
1.48000000000E+09,+1.45162201862E-03,-1.84448180347E-03
1.48500000000E+09,+7.38331656342E-04,-1.93025361548E-03
1.49000000000E+09,+7.26487110788E-04,-1.90324306833E-03
1.49500000000E+09,+3.96697867419E-04,-2.42320668056E-03
1.50000000000E+09,-4.10909520762E-04,-2.71388480763E-03
1.50500000000E+09,-1.22662513015E-03,-2.82078510002E-03
1.51000000000E+09,-2.72689621048E-03,-2.22650162720E-03
1.51500000000E+09,-3.10416615166E-03,-8.18578642038E-04
1.52000000000E+09,-2.66155852883E-03,+1.64193857445E-04
1.52500000000E+09,-2.92877716433E-03,+6.58337055477E-04
1.53000000000E+09,-2.27698520716E-03,+1.89439232428E-03
1.53500000000E+09,-5.33922090415E-04,+2.30623443716E-03
1.54000000000E+09,-2.10862445812E-04,+7.91868449230E-04
1.54500000000E+09,-1.03418328146E-03,+1.39224820931E-03
1.55000000000E+09,-3.45040055353E-04,+1.71592153778E-03
1.55500000000E+09,+4.04315650726E-04,+1.67012657587E-03
1.56000000000E+09,+9.57595195062E-04,+1.28482213483E-03
1.56500000000E+09,+1.08494060595E-03,+5.48671535734E-04
1.57000000000E+09,+6.44349163053E-04,-3.67459350895E-06
1.57500000000E+09,+2.95247816128E-04,-1.90807268551E-05
1.58000000000E+09,+5.65769656605E-05,+2.65872562614E-04
1.58500000000E+09,+1.44869739486E-04,+4.10024459695E-04
1.59000000000E+09,+2.83290628097E-04,+4.97765289455E-04
1.59500000000E+09,+5.77488269567E-04,+4.05527366793E-04
1.60000000000E+09,+5.66460370458E-04,+8.11768565069E-05
1.60500000000E+09,+3.67855723721E-04,+9.14862404646E-05
1.61000000000E+09,+4.91640009566E-04,+1.15665267854E-04
1.61500000000E+09,+5.37408447862E-04,-6.98028770289E-05
1.62000000000E+09,+3.66196673697E-04,-2.85925254571E-04
1.62500000000E+09,+1.47668900616E-04,-2.84106626502E-05
1.63000000000E+09,+3.34322264270E-04,+1.02665791541E-04
1.63500000000E+09,+5.42966227572E-04,-1.76318769116E-05
1.64000000000E+09,+5.31853198523E-04,-2.77233067416E-04
1.64500000000E+09,+3.32841283302E-04,-4.89082229911E-04
1.65000000000E+09,+1.20634055460E-04,-3.80667026154E-04
1.65500000000E+09,+9.58194370094E-05,-2.86114672928E-04
1.66000000000E+09,+1.43762054987E-04,-2.31396680183E-04
1.66500000000E+09,+1.86364415195E-04,-3.00514471654E-04
1.67000000000E+09,+1.21965560812E-04,-3.78932387728E-04
1.67500000000E+09,-1.58133468027E-05,-4.00176447783E-04
1.68000000000E+09,-9.18445068071E-05,-2.59037776293E-04
1.68500000000E+09,-3.77045919536E-05,-3.04704307134E-04
1.69000000000E+09,-1.43071297409E-04,-3.03635888219E-04
1.69500000000E+09,-2.08051845467E-04,-2.35222228300E-04
1.70000000000E+09,-2.00605979380E-04,-2.12043635738E-04
1.70500000000E+09,-1.84130724595E-04,-1.27955717562E-04
1.71000000000E+09,-1.38067502115E-04,-1.36180910352E-04
1.71500000000E+09,-1.64639617757E-04,-1.08646716057E-04
1.72000000000E+09,-2.40976381184E-04,-7.40355287017E-05
1.72500000000E+09,-1.82120667195E-04,-3.67699603914E-05
1.73000000000E+09,-2.00457120142E-04,-1.02673528232E-06
1.73500000000E+09,-2.18129289260E-04,+6.64437012835E-06
1.74000000000E+09,-1.85258715250E-04,+4.53884768614E-05
1.74500000000E+09,-1.39124309931E-04,+6.96861564618E-05
1.75000000000E+09,-1.72870467689E-04,+8.40242135309E-05
1.75500000000E+09,-4.57273305120E-05,+5.81617080166E-05
1.76000000000E+09,-7.69912229536E-05,+3.87050547151E-05
1.76500000000E+09,-7.60565488387E-05,+9.86162369151E-05
1.77000000000E+09,-5.59872709552E-05,+6.23000368018E-05
1.77500000000E+09,-9.14979212461E-05,+7.42919423157E-05
1.78000000000E+09,-4.31921593828E-05,+4.77289531795E-05
1.78500000000E+09,-6.25571476394E-05,-1.06097583643E-06
1.79000000000E+09,-8.21874701796E-05,+6.06503049835E-05
1.79500000000E+09,-2.03721028725E-05,+7.14029404210E-05
1.80000000000E+09,-9.53125798019E-06,+5.65574606773E-05
1.80500000000E+09,-1.06043489204E-05,+9.47204801172E-05
1.81000000000E+09,+3.64081801101E-05,+3.69015383652E-05
1.81500000000E+09,-1.16906376431E-04,+6.93062968967E-05
1.82000000000E+09,-5.18187964780E-05,+2.08548122169E-04
1.82500000000E+09,+1.57471216417E-04,+1.16688353519E-04
1.83000000000E+09,-1.17954691267E-05,+8.25395871457E-05
1.83500000000E+09,-1.25397601884E-05,+1.06175517948E-04
1.84000000000E+09,-3.60372869443E-05,+9.21331255236E-05
1.84500000000E+09,-1.04455892182E-05,+1.38221226449E-04
1.85000000000E+09,+3.27766262930E-05,+1.57217884432E-04
1.85500000000E+09,+7.76487988594E-05,+1.52494216770E-04
1.86000000000E+09,+9.71862363409E-05,+9.78626598608E-05
1.86500000000E+09,+6.38409442863E-05,+1.04025601777E-04
1.87000000000E+09,+4.49358649737E-05,+1.10729513186E-04
1.87500000000E+09,+1.27544517839E-04,+6.78413425942E-05
1.88000000000E+09,+1.15084693708E-04,+4.80336559191E-05
1.88500000000E+09,+1.00855729786E-04,+1.57134559073E-05
1.89000000000E+09,+5.02653411297E-05,+2.43102775655E-05
1.89500000000E+09,+8.64433608486E-05,+2.52535325104E-05
1.90000000000E+09,+1.04495364768E-04,+6.83081526699E-06
1.90500000000E+09,+1.17648990613E-04,+1.20291004218E-05
1.91000000000E+09,+1.40765728060E-04,-3.52191898759E-05
1.91500000000E+09,+9.48193236725E-05,-7.65651648618E-05
1.92000000000E+09,+8.55999932424E-05,-7.14769983165E-05
1.92500000000E+09,+4.55281356623E-05,-5.68283401337E-05
1.93000000000E+09,+4.95967772645E-05,-5.33371840480E-05
1.93500000000E+09,+3.23046706523E-05,-7.02991327861E-05
1.94000000000E+09,+2.04847145530E-05,-7.58011684961E-05
1.94500000000E+09,+1.25280013841E-05,-6.76194084361E-05
1.95000000000E+09,+5.36137669642E-05,-5.18124395753E-05
1.95500000000E+09,+5.09681337274E-05,-7.90242202362E-05
1.96000000000E+09,+4.44948723635E-05,-7.76001838042E-05
1.96500000000E+09,-3.70150656354E-07,-8.66228539908E-05
1.97000000000E+09,-7.93669875666E-06,-8.75731162908E-05
