! CMT, C1220, 16058040, 17.2.0/1
! Date: 02/08/2018 13:04:53
! Stimulus(Hz),    S21(Real),         S21(Imag)
1.00000000000E+09,+1.55262263740E-05,+2.04429193210E-05
1.00500000000E+09,+3.13044714096E-05,-2.74135949733E-05
1.01000000000E+09,-3.10756561537E-05,+3.08523681723E-05
1.01500000000E+09,+9.80705507533E-06,-2.97430852540E-05
1.02000000000E+09,-2.24826087593E-05,-2.70416321472E-05
1.02500000000E+09,-9.28737868577E-07,-1.85319481217E-05
1.03000000000E+09,-1.46673627900E-05,-3.07508921043E-05
1.03500000000E+09,+3.02801438819E-06,+4.89090004338E-06
1.04000000000E+09,-5.40777281735E-05,-1.69792442683E-05
1.04500000000E+09,-8.86634562068E-06,+7.41918335485E-06
1.05000000000E+09,+9.85166876489E-05,-1.49478802646E-05
1.05500000000E+09,-2.69211880961E-06,-1.13667692406E-07
1.06000000000E+09,-2.84521082472E-05,-5.57018087830E-06
1.06500000000E+09,-2.48956944438E-05,-1.84447556236E-05
1.07000000000E+09,-1.18454061676E-05,+1.88305979050E-05
1.07500000000E+09,-6.42942597817E-08,+2.41406046021E-05
1.08000000000E+09,-4.12957752647E-05,+2.40017201884E-05
1.08500000000E+09,+1.60223394778E-05,+6.85228663114E-05
1.09000000000E+09,-5.26498511168E-06,-2.92408748757E-07
1.09500000000E+09,+1.16660086288E-05,+1.61531299200E-05
1.10000000000E+09,-1.61438335864E-05,-4.32628466993E-06
1.10500000000E+09,+2.96402468197E-06,+5.73490373224E-05
1.11000000000E+09,-2.80219078244E-05,+1.66358261624E-05
1.11500000000E+09,-4.55166706397E-05,+2.81891623300E-05
1.12000000000E+09,+4.41713630768E-05,+2.36384319533E-05
1.12500000000E+09,-1.22495043059E-05,+7.20661621689E-05
1.13000000000E+09,-4.96496477577E-06,+2.13581247954E-05
1.13500000000E+09,-5.10080455997E-05,+3.46047792597E-05
1.14000000000E+09,+8.42300337519E-06,+3.30879585157E-05
1.14500000000E+09,+1.27517958925E-05,+2.43240302515E-05
1.15000000000E+09,+8.72685147662E-06,+5.72356387799E-06
1.15500000000E+09,+5.55815284545E-05,+4.75018922022E-05
1.16000000000E+09,+3.63370716290E-05,-5.83679239684E-06
1.16500000000E+09,+3.81849567506E-05,+6.12189784318E-05
1.17000000000E+09,+2.16361625165E-05,+1.18261774764E-05
1.17500000000E+09,+1.41705868785E-05,+2.39086250346E-05
1.18000000000E+09,+4.74574233706E-06,+6.83376724694E-05
1.18500000000E+09,+8.70125424370E-06,-1.05398701091E-06
1.19000000000E+09,+4.80488022246E-05,+5.29549936796E-05
1.19500000000E+09,+5.42330953455E-05,+5.30523239119E-05
1.20000000000E+09,+1.22944110969E-04,-2.52483826707E-06
1.20500000000E+09,+8.96569457321E-05,-4.29038346333E-06
1.21000000000E+09,+7.82796090953E-05,-6.44260196139E-05
1.21500000000E+09,+9.72014862570E-06,-6.94167274030E-05
1.22000000000E+09,+5.96138316648E-05,-1.54709008764E-05
1.22500000000E+09,+7.17766577396E-05,-7.46251491981E-05
1.23000000000E+09,+1.01776039243E-05,-3.51636566910E-05
1.23500000000E+09,+5.68918355708E-05,-5.98477996688E-05
1.24000000000E+09,+6.64917885517E-05,-2.69981445254E-05
1.24500000000E+09,+1.14942510896E-05,-7.63322508673E-05
1.25000000000E+09,+1.27667576535E-05,-1.02574862183E-04
1.25500000000E+09,+2.55922218577E-05,-5.67690523542E-05
1.26000000000E+09,+2.79715985738E-05,-7.44520192672E-05
1.26500000000E+09,+3.88674056780E-05,-7.18023153151E-05
1.27000000000E+09,-2.58329958668E-05,-6.36169145231E-05
