! CMT, C1220, 16058040, 17.2.0/1
! Date: 27/07/2018 14:18:46
! Stimulus(Hz),    S21(dB),           S21(°)
2.50000000000E+09,-6.62237132309E+01,+8.83206465686E+01
2.50500000000E+09,-6.40914278299E+01,+8.23815783359E+01
2.51000000000E+09,-6.36721614028E+01,+6.87203261201E+01
2.51500000000E+09,-6.35648812074E+01,+5.85264643361E+01
2.52000000000E+09,-6.30372265716E+01,+4.87139925103E+01
2.52500000000E+09,-6.49001424464E+01,+4.41994558365E+01
2.53000000000E+09,-6.57716923505E+01,+4.98115983762E+01
2.53500000000E+09,-6.40603882291E+01,+5.33557987168E+01
2.54000000000E+09,-6.20849109828E+01,+4.94852893526E+01
2.54500000000E+09,-6.11900276669E+01,+3.62096614795E+01
2.55000000000E+09,-6.10137823415E+01,+2.38354285409E+01
2.55500000000E+09,-6.15247140608E+01,+1.86314767878E+01
2.56000000000E+09,-6.14488355817E+01,+1.37035929504E+01
2.56500000000E+09,-6.04781736578E+01,+1.13390212926E+01
2.57000000000E+09,-6.00183205918E+01,+3.58428062991E+00
2.57500000000E+09,-5.96437906701E+01,-1.13323123405E+01
2.58000000000E+09,-6.06209436652E+01,-1.55413480646E+01
2.58500000000E+09,-5.98101079405E+01,-1.32276571665E+01
2.59000000000E+09,-5.92078710023E+01,-2.25432252719E+01
2.59500000000E+09,-5.84063590333E+01,-3.18163240756E+01
2.60000000000E+09,-5.84124104788E+01,-3.91110657447E+01
2.60500000000E+09,-5.80559973451E+01,-4.99104319998E+01
2.61000000000E+09,-5.84689284059E+01,-5.55711462590E+01
2.61500000000E+09,-5.88100971113E+01,-5.79145695435E+01
2.62000000000E+09,-5.85544056786E+01,-6.11611473282E+01
2.62500000000E+09,-5.83761672551E+01,-6.50780784252E+01
2.63000000000E+09,-5.78775979971E+01,-6.68267432578E+01
2.63500000000E+09,-5.65686796830E+01,-7.34912565102E+01
2.64000000000E+09,-5.57408755632E+01,-8.35647235470E+01
2.64500000000E+09,-5.51618945397E+01,-9.61794639884E+01
2.65000000000E+09,-5.54745891277E+01,-1.05825219424E+02
2.65500000000E+09,-5.61314910894E+01,-1.15367502775E+02
2.66000000000E+09,-5.64754990147E+01,-1.19000204030E+02
